Año,Id Línea,Nombre Línea,Inversión,Inversión,Presupuesto Gasto,Gasto Real
2013,X03,Protección y promoción social,"CENTRO DE DÍA Y MAYORES FRANCISCO DE GOYA, C/ ALFREDO ALEIX, 3. CONSERVACIÓN",,2324.61,2324.61
2013,X03,Protección y promoción social,"CENTRO DE MAYORES ROGER DE FLOR, PZA. ROGER DE FLOR, 15. OBRAS DE CONSERVACIÓN",,1455.8,1455.8
2013,X03,Protección y promoción social,CENTRO SERVICIOS SOCIALES MONSEÑOR OSCAR ROMERO. OBRAS DE CONSERVACIÓN,,586.51,586.51
2013,X03,Protección y promoción social,CENTRO DE ALZHEIMER DOCTOR SALGADO ALBA. INSTALACIONES DE SEGURIDAD,,1439.9,1439.9
2013,X08,Mantenimiento urbano,,,668810.72,668810.72
2013,X08,Mantenimiento urbano,ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. CARABANCHEL,,226449.15,226449.15
2013,X08,Mantenimiento urbano,HIDRANTES DISTRITO CARABANCHEL. INSTALACIÓN,,5584.6,5584.6
2013,X08,Mantenimiento urbano,RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-4 DTO. CARABANCHEL,,436776.97,436776.97
2013,X02,"Tráfico, estacionamiento y transporte público",,,399191.61,399191.61
2013,X02,"Tráfico, estacionamiento y transporte público",SEMÁFOROS E INTERSECCIONES URBANAS DISTRITO DE CARABANCHEL,,399191.61,399191.61
2013,X10,Cultura,,,185312.06,185296.63
2013,X10,Cultura,BIBLIOTECA C/ PELLEJEROS C/V. ANTONIO VICO. URBANIZACIÓN ESPACIO LIBRE,,59707.19,59707.19
2013,X10,Cultura,"CENTRO CULTURAL GARCÍA LORCA, C/ EUGENIA DE MONTIJO, 105. CONSERVACIÓN",,3339.76,3339.76
2013,X10,Cultura,NUEVA BIBLIOTECA DE CARABANCHEL. EQUIPAMIENTO Y SEÑALÉTICA,,55137.86,55122.43
2013,X10,Cultura,BIBLIOTECA DE CARABANCHEL. MEJORA DE LA INSTALACIÓN ELÉCTRICA,,15246.77,15246.77
2013,X10,Cultura,CENTRO SOCIOCULTURAL BLASCO IBÁÑEZ. OBRAS DE ACONDICIONAMIENTO,,29090.52,29090.52
2013,X10,Cultura,"BIBLIOTECA LA CHATA, C/ GENERAL RICARDOS, 252. OBRAS DE CONSERVACIÓN",,22789.96,22789.96
2013,X11,"Deportes, juventud y esparcimiento",,,681970.33,678953.27
2013,X11,"Deportes, juventud y esparcimiento",CAMPO DE FÚTBOL PUERTA BONITA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,28951.61,28951.61
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO PARQUE SAN ISIDRO-GORRIÓN, C/ GORRIÓN, 6. ACONDICIONAMIENTO",,29201.96,29201.96
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO LOS POBLADOS, AV. LOS POBLADOS S/N. OBRAS DE CONSERVACIÓN",,2861.99,2861.99
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO LONJA DE LA SEDA, C/ LONJA DE LA SEDA, 32. OBRAS DE CONSERVACIÓN",,2861.99,2861.99
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO JULIÁN GONZÁLEZ, C/ JULIÁN GONZÁLEZ, 4. ACONDICIONAMIENTO",,34420.66,34420.44
2013,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO CENTRO DEPORTIVO SAN MARTÍN DE PORRES,,3015.0,
2013,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO UVA PAN BENDITO. OBRAS DE CONSERVACIÓN,,2861.99,2861.99
2013,X11,"Deportes, juventud y esparcimiento",POLIDEPORTIVO LA MINA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,462354.86,462354.86
2013,X11,"Deportes, juventud y esparcimiento",OBRAS CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO CARABANCHEL,,1.84,
2013,X11,"Deportes, juventud y esparcimiento","POLIDEPORTIVO LA MINA, C/ MONSEÑOR OSCAR ROMERO, 41. OBRAS DE REFORMA",,86145.22,86145.22
2013,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PARQUE EUGENIA DE MONTIJO. OBRAS DE CONSERVACIÓN,,1554.4,1554.4
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO ISABEL PATACÓN, C/ ISABEL PATACÓN S/N. OBRAS DE CONSERVACIÓN",,2861.99,2861.99
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO ABRANTES-COLONIA VELÁZQUEZ, AV. ABRANTES, 297. CONSERVACIÓN",,4365.97,4365.97
2013,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO TERCIO TEROL, PZA. TERCIO TEROL S/N. OBRAS DE CONSERVACIÓN",,2861.99,2861.99
2013,X11,"Deportes, juventud y esparcimiento","CENTRO DE JUVENTUD CARABANCHEL ALTO, C/ALFONSO FERNÁNDEZ, 23. CONSERVACIÓN",,16875.36,16875.36
2013,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO PISTAS DEPORTIVAS SAN MARTÍN DE PORRES,,350.0,350.0
2013,X11,"Deportes, juventud y esparcimiento",CENTRO JUVENIL CARABANCHEL ALTO. SEÑALIZACIÓN,,423.5,423.5
2013,X00,Inversiones de carácter general,,,102696.6,102577.92
2013,X00,Inversiones de carácter general,EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CARABANCHEL,,930.0,869.35
2013,X00,Inversiones de carácter general,MERCADO DE PUERTA BONITA. INSTALACIÓN PUERTA DE SEGURIDAD,,3099.57,3099.57
2013,X00,Inversiones de carácter general,EDIFICIO SEDE DISTRITO DE CARABANCHEL. OBRAS DE REFORMA,,98609.0,98609.0
2013,X00,Inversiones de carácter general,OBRAS CONSERVACIÓN EDIFICIOS DISTRITO CARABANCHEL,,58.03,
2013,X06,Urbanismo,,,17170877.76,16888299.96
2013,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ VÍA LUSITANA, 21",,9615906.32,9615906.32
2013,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO DE LOS INGENIEROS C/V. C/JUAN ALONSO,,1701335.58,1701335.58
2013,X06,Urbanismo,"ADQUISICIÓN SUELO AV.DE LOS POBLADOS, 78 C/V. CONSUELO GUZMÁN",,4403425.15,4403425.15
2013,X06,Urbanismo,POLÍGONO DE COOPERACIÓN CASCO HISTÓRICO CARABANCHEL ALTO,,21881.54,
2013,X06,Urbanismo,ADQUISICIÓN DE SUELO EN C/EUGENIA DE MONTIJO (ACTUACIÓN AISLADA),,166595.12,166595.12
2013,X06,Urbanismo,"C/ TORDESILLAS, 23, 25 Y 27. OBRAS DE URBANIZACIÓN",,91200.0,72725.58
2013,X06,Urbanismo,"CASCO HISTÓRICO CARABANCHEL ALTO, U.E.2 CALLEJÓN JOSÉ CABRERA. COOPERACIÓN",,295844.04,160383.18
2013,X06,Urbanismo,"C/ POLVORANCA Y C/ GUITARRA, 8. URBANIZACIÓN",,112586.86,5984.13
2013,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ ZARZAMORA, 20",,553905.24,553905.24
2013,X06,Urbanismo,"C/PIEDRAHITA, 11 Y 13. OBRAS DE URBANIZACIÓN",,158.25,
2013,X06,Urbanismo,ADQUISICIÓN DE SUELO VÍA CARPETANA,,208039.66,208039.66
2013,X05,Educación,,,748979.7,748966.31
2013,X05,Educación,"COLEGIO PÚBLICO PARQUE EUGENIA DE MONTIJO, C/ JACOBINIA, 48. CONSERVACIÓN",,24710.52,24710.52
2013,X05,Educación,"COLEGIO PÚBLICO LOPE DE VEGA, C/ INGLATERRA, 8. OBRAS DE CONSERVACIÓN",,23789.87,23789.87
2013,X05,Educación,"COLEGIO PÚBLICO ANTONIO MACHADO, C/ ALLARIZ, 3. OBRAS DE CONSERVACIÓN",,67239.46,67239.46
2013,X05,Educación,"EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS, C/ ÓBOLO, 14",,399.3,399.3
2013,X05,Educación,CONSERVACIÓN COLEGIOS Y OTROS CENTROS EDUCATIVOS DISTRITO CARABANCHEL,,13.39,
2013,X05,Educación,"COLEGIO PÚBLICO ISAAC PERAL, PZA. RUFINO NOVALVOS, 5. OBRAS DE CONSERVACIÓN",,681.07,681.07
2013,X05,Educación,"COLEGIO PÚBLICO SAN IGNACIO DE LOYOLA, AV. ABRANTES, 1. OBRAS DE CONSERVACIÓN",,1560.89,1560.89
2013,X05,Educación,"COLEGIO PÚBLICO HAITI, C/ GUABAIRO, 22. OBRAS DE REFORMA",,78024.25,78024.25
2013,X05,Educación,"COLEGIO PÚBLICO GONZALO DE BERCEO I, AV. ABRANTES, 5. OBRAS DE CONSERVACIÓN",,426.95,426.95
2013,X05,Educación,CENTRO EDUCACIÓN ESPECIAL INMACULADA CONCEPCIÓN. OBRAS DE CONSERVACIÓN,,13416.75,13416.75
2013,X05,Educación,"COLEGIO PÚBLICO JULIAN BESTEIRO, AV. ABRANTES, 79. ADOPCIÓN MEDIDAS SEGURIDAD",,213967.96,213967.96
2013,X05,Educación,"COLEGIO PÚBLICO MIGUEL SERVET, C/ FRAGATA, 33. ADOPCIÓN MEDIDAS DE SEGURIDAD",,6384.41,6384.41
2013,X05,Educación,"COLEGIO PÚBLICO JULIÁN BESTEIRO, AV. ABRANTES, 79. OBRAS DE CONSERVACIÓN",,54992.52,54992.52
2013,X05,Educación,"COLEGIO PÚBLICO ARCIPRESTE DE HISTA, C/ ANTONIO MORENO, 25. CONSERVACIÓN",,454.55,454.55
2013,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DOMINICANA. OBRAS DE ACONDICIONAMIENTO,,46154.2,46154.2
2013,X05,Educación,"COLEGIO PÚBLICO ISAAC PERAL, PZA. RUFINO NOVALVOS, 5. OBRAS DE ACONDICIONAMIENTO",,36358.1,36358.1
2013,X05,Educación,COLEGIO PÚBLICO PINAR DE SAN JOSÉ. OBRAS DE CONSERVACIÓN,,29432.01,29432.01
2013,X05,Educación,"COLEGIO PÚBLICO REPÚBLICA DOMINICANA, C/ RONDA DON BOSCO, 2. CONSERVACIÓN",,598.14,598.14
2013,X05,Educación,"COLEGIO PÚBLICO REPÚBLICA DEL ECUADOR, C/ VALLE DE ORO, 41 CONSERVACIÓN",,7851.95,7851.95
2013,X05,Educación,"COLEGIO PÚBLICO CAPITÁN CORTÉS, C/ MONSEÑOR OSCAR ROMERO, 17. CONSERVACIÓN",,13779.04,13779.04
2013,X05,Educación,"COLEGIO PÚBLICO REPÚBLICA DE COLOMBIA, PZA. ALLOZ, 3. OBRAS DE REFORMA",,120835.52,120835.52
2013,X05,Educación,"EQUIPAMIENTO ESCUELA INFANTIL LA PATRIA CHICA, C/ PATRIMONIO DE LA HUMANIDAD, 31",,1228.03,1228.03
2013,X05,Educación,"COLEGIO PÚBLICO MIGUEL SERVET, C/ FRAGATA, 33. OBRAS DE CONSERVACIÓN",,6680.82,6680.82
2013,X04,Salud pública,,,234.8,234.8
2013,X04,Salud pública,"EQUIPAMIENTO CENTRO MADRID SALUD CARABANCHEL, C/ EUGENIA DE MONTIJO, 90",,234.8,234.8
2014,X03,Protección y promoción social,,,815528.58,768427.76
2014,X03,Protección y promoción social,CENTRO DE MAYORES MONSEÑOR ÓSCAR ROMERO. ORBAS DE CONSERVACIÓN,,1733.55,1733.55
2014,X03,Protección y promoción social,EQUIPAMIENTO CENTRO DE DÍA Y MAYORES FRANCISCO DE GOYA,,4000.0,2552.76
2014,X03,Protección y promoción social,"CENTRO DE MAYORES TIERNO GALVÁN, C/ CARRERO JUAN RAMÓN, 24. CONSERVACIÓN",,1163.31,1163.31
2014,X03,Protección y promoción social,CENTRO DE DÍA Y MAYORES FRANCISCO DE GOYA. RAMPA DE EVACUACIÓN Y SEGURIDAD,,263459.55,263459.55
2014,X03,Protección y promoción social,IFS-CENTRO DE MAYORES ENRIQUE TIERNO GALVÁN. ADAPTACIÓN A NORMATIVA ELÉCTRICA,,30000.0,29881.13
2014,X03,Protección y promoción social,CENTRO DE SERVICIOS SOCIALES PLAZA ELÍPTICA. OBRAS DE CONSERVACIÓN,,3379.75,3379.75
2014,X03,Protección y promoción social,"EDIFICIO GENERAL RICARDOS, 14. INSTALACIONES DE REFRIGERACIÓN. MEJORA",,7262.65,7262.65
2014,X03,Protección y promoción social,"CENTRO DE SERVICIOS SOCIALES ZAIDA, C/ ZAIDA, 36. OBRAS DE CONSERVACIÓN",,880.39,880.39
2014,X03,Protección y promoción social,"CENTRO DE MAYORES ROGER DE FLOR, PZA. ROGER DE FLOR, 15. OBRAS DE CONSERVACIÓN",,16712.67,16712.67
2014,X03,Protección y promoción social,IFS-CENTRO DE MAYORES TIERNO GALVÁN. OBRAS DE REFORMA,,60498.43,60498.43
2014,X03,Protección y promoción social,IFS-CENTRO DE DÍA DE MAYORES AURORA VILLA. ADAPTACIÓN A NORMATIVA ELÉCTRICA,,27000.0,26960.42
2014,X03,Protección y promoción social,"CENTRO DE DÍA DE MAYORES FRANCISCO DE GOYA, C/ ALFREDO ALEIX, 3. CONSERVACIÓN",,784.6,784.6
2014,X03,Protección y promoción social,IFS-CENTRO DE MAYORES MONSEÑOR OSCAR ROMERO. INSTALACIONES Y EFICIENCIA ENERGÉTICA,,375000.0,340814.67
2014,X03,Protección y promoción social,IFS-CENTRO DE DÍA DE ALZHEIMER DOCTOR SALGADO ALBA. INSPECCIÓN TÉCNICA DE EDIFICIOS,,23440.0,12130.2
2014,X03,Protección y promoción social,"CENTRO DE MAYORES SAN VICENTE DE PAUL, C/ ANTONIA LANCHA, 54. CONSERVACIÓN",,213.68,213.68
2014,X08,Mantenimiento urbano,,,242869.88,235872.11
2014,X08,Mantenimiento urbano,ADAPTACIÓN INSTALACIONES ALUMBRADO PÚBLICO A NORMATIVA. CARABANCHEL,,72816.01,72816.01
2014,X08,Mantenimiento urbano,IFS-CANTON LIMPIEZAS PZA. JULIO CORTAZAR 2. EXIGENCIAS INSPECCIÓN TÉCNICA EDIFICIOS,,14500.0,7502.23
2014,X08,Mantenimiento urbano,HIDRANTES DISTRITO CARABANCHEL. INSTALACIÓN,,14914.72,14914.72
2014,X08,Mantenimiento urbano,RENOVACIÓN INTEGRAL INSTALACIONES Y PAVIMENTOS. PRIS Z-4 DTO. CARABANCHEL,,140639.15,140639.15
2014,X02,"Tráfico, estacionamiento y transporte público",,,8146.99,8146.99
2014,X02,"Tráfico, estacionamiento y transporte público",SEMÁFOROS E INTERSECCIONES URBANAS DISTRITO DE CARABANCHEL,,8146.99,8146.99
2014,X10,Cultura,,,304810.06,168723.79
2014,X10,Cultura,"CENTRO CULTURAL GARCÍA LORCA C/ EUGENIA DE MONTIJO, 105. OBRAS DE CONSERVACIÓN",,16805.56,16805.56
2014,X10,Cultura,"CENTRO CULTURAL SAN FRACISCO-LA PRENSA, C/ ALISEDA, 4. OBRAS DE CONSERVACIÓN",,753.25,753.25
2014,X10,Cultura,"BIBLIOTECA LA CHATA, C/ GENERAL RICARDOS, 252. SEÑALIZACIÓN",,880.91,880.91
2014,X10,Cultura,"CENTRO CULTURAL BLASCO IBÁÑEZ, C/ SOLDADO JOSÉ MARÍA REY, 44. CONSERVACIÓN",,5679.34,5679.34
2014,X10,Cultura,"BIBLIOTECA PÚBLICA LA CHATA, C/ GENERAL RICARDOS, 252. OBRAS DE CONSERVACIÓN",,691.0,691.0
2014,X10,Cultura,IFS-BIBLIOTECA PÚBLICA LA CHATA. EXIGENCIAS INSPECCIÓN TÉCNICA DE EDIFICIOS,,280000.0,143913.73
2014,X11,"Deportes, juventud y esparcimiento",,,268276.79,267602.69
2014,X11,"Deportes, juventud y esparcimiento",POLIDEPORTIVO LA MINA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,24813.9,24813.9
2014,X11,"Deportes, juventud y esparcimiento",OBRAS CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO CARABANCHEL,,674.1,
2014,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. ADAPTACIÓN INSTALACIONES A GAS NATURAL,,241325.9,241325.9
2014,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO POLIDEPORTIVO LA MINA,,1462.89,1462.89
2014,X00,Inversiones de carácter general,,,136901.35,136831.41
2014,X00,Inversiones de carácter general,EDIFICIO SEDE DISTRITO CARABANCHEL. OBRAS DE REFORMA,,136831.41,136831.41
2014,X00,Inversiones de carácter general,OBRAS CONSERVACIÓN EDIFICIOS DISTRITO CARABANCHEL,,69.94,
2014,X06,Urbanismo,,,1393055.2,1163951.5
2014,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO DE LOS INGENIEROS C/V. C/JUAN ALONSO,,622040.28,622040.28
2014,X06,Urbanismo,"ADQUISICIÓN SUELO AV.DE LOS POBLADOS, 78 C/V. CONSUELO GUZMÁN",,82951.62,
2014,X06,Urbanismo,ADQUISICIÓN DE SUELO EN C/EUGENIA DE MONTIJO (ACTUACIÓN AISLADA),,108208.45,108208.45
2014,X06,Urbanismo,PLAN DE ACTUACIÓN URBANÍSTICA PAU II-6 CARABANCHEL,,14184.0,14184.0
2014,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17,,5827.01,5827.01
2014,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17. VIARIO Y ZONA VERDE,,77598.0,74070.79
2014,X06,Urbanismo,"CASCO HISTÓRICO CARABANCHEL ALTO, U.E.2 CALLEJÓN JOSÉ CABRERA. COOPERACIÓN",,135460.86,44215.36
2014,X06,Urbanismo,Area de Planeamiento Específico Eugenia de Montijo 11.07,,204849.84,204849.84
2014,X06,Urbanismo,"C/ POLVORANCA Y C/ GUITARRA, 8. URBANIZACIÓN",,106602.71,63223.34
2014,X06,Urbanismo,C/ POLVORANCA C/V. C/ JOAQUÍN TURINA. OBRAS DE URBANIZACIÓN,,8000.0,
2014,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ ZARZAMORA, 20",,8923.19,8923.19
2014,X06,Urbanismo,ADQUISICIÓN DE SUELO VÍA CARPETANA,,18409.24,18409.24
2014,X05,Educación,,,511781.04,511076.9
2014,X05,Educación,"COLEGIO PÚBLICO MIGUEL SERVET, C/ FRAGATA, 33. REFORMA DE BAÑOS",,126194.54,126194.54
2014,X05,Educación,"ESCUELA DE MÚSICA ISAAC ALBÉNIZ, C/ LONJA DE LA SEDA, 4. OBRAS DE CONSERVACIÓN",,7245.41,7245.41
2014,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DOMINICANA. SUSTITUCIÓN DE CUBIERTA,,58913.75,58913.75
2014,X05,Educación,COLEGIO PÚBLICO REPÚBLICA ECUADOR. INSTALACIÓN ELÉCTRICA Y EXTINCIÓN INCENDIOS,,43805.48,43805.48
2014,X05,Educación,"COLEGIO PÚBLICO PERÚ, C/ BALEARES, 18. OBRAS DE CONSERVACIÓN",,7574.47,7574.47
2014,X05,Educación,"COLEGIO PÚBLICO LOPE DE VEGA, C/ INGLATERRA, 8. OBRAS DE CONSERVACIÓN",,1802.34,1802.34
2014,X05,Educación,EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS,,2400.19,1697.59
2014,X05,Educación,"COLEGIO PÚBLICO HAITÍ, C/ GUABAIRO, 22. OBRAS DE CONSERVACIÓN",,2605.52,2605.52
2014,X05,Educación,"COLEGIO PÚBLICO ISAAC PERAL, PZA. RUFINO NOVALVOS, 5. OBRAS DE CONSERVACIÓN",,444.95,444.95
2014,X05,Educación,"COLEGIO PÚBLICO SAN IGNACIO DE LOYOLA, AV. ABRANTES, 1. OBRAS DE CONSERVACIÓN",,623.29,623.29
2014,X05,Educación,COLEGIO PÚBLICO ARCIPRESTE DE HITA. OBRAS DE CONSERVACIÓN,,13097.78,13097.78
2014,X05,Educación,"COLEGIO PÚBLICO GONZALO DE BERCEO II, C/ PORTALEGRE, 79. OBRAS DE CONSERVACIÓN",,5563.97,5563.97
2014,X05,Educación,"COLEGIO PÚBLICO GONZALO DE BERCEO I, AV. ABRANTES, 5. OBRAS DE CONSERVACIÓN",,7281.78,7281.78
2014,X05,Educación,"COLEGIO PÚBLICO MIGUEL SERVET, C/ FRAGATA, 33. ADOPCIÓN MEDIDAS DE SEGURIDAD",,1543.83,1543.83
2014,X05,Educación,"COLEGIO PÚBLICO REPÚBLICA DE COLOMBIA, PZA. ALLOZ, 3. REMODELACIÓN DE BAÑOS",,117588.55,117588.55
2014,X05,Educación,COLEGIO PÚBLICO HAITÍ. ACONDICIONAMIENTO PISTA DEPORTIVA EN EL PATIO,,49972.92,49972.92
2014,X05,Educación,COLEGIO PÚBLICO ARCIPRESTE DE HITA. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS,,18003.24,18003.24
2014,X05,Educación,"COLEGIO PÚBLICO CAPITÁN CORTÉS, C/ MONSEÑOR OSCAR ROMERO, 17. CONSERVACIÓN",,348.46,348.46
2014,X05,Educación,OBRAS CONSERVACIÓN COLEGIOS Y OTROS CENTROS EDUCATIVOS DISTRITO CARABANCHEL,,0.03,
2014,X05,Educación,"EQUIPAMIENTO ESCUELA INFANTIL LA PATRIA CHICA, C/ PATRIMONIO DE LA HUMANIDAD, 31",,1837.02,1835.52
2014,X05,Educación,"COLEGIO PÚBLICO MIGUEL SERVET, C/ FRAGATA, 33. OBRAS DE CONSERVACIÓN",,3357.45,3357.44
2014,X05,Educación,COLEGIO PÚBLICO SAN IGNACIO DE LOYOLA. OBRAS DE ACONDICIONAMIENTO,,41576.07,41576.07
2015,X12,Otros bienes públicos de carácter social,,,34246.76,34246.76
2015,X12,Otros bienes públicos de carácter social,EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO CARABANCHEL,,3294.33,3294.33
2015,X12,Otros bienes públicos de carácter social,OFICINAS LÍNEA MADRID CARABANCHEL. OBRAS DE REFORMA,,30952.43,30952.43
2015,X07,Infraestructuras,,,23091.27,1591.27
2015,X07,Infraestructuras,ANILLO VERDE CICLISTA DISTRITO CARABANCHEL. OBRAS DE REMODELACIÓN,,1591.27,1591.27
2015,X07,Infraestructuras,GLORIETA DEL EJÉRCITO. OBRAS DE REMODELACIÓN,,21500.0,
2015,X03,Protección y promoción social,,,515591.97,462605.93
2015,X03,Protección y promoción social,CENTRO MAYORES MONSEÑOR OSCAR ROMERO. OBRAS DERIVADAS INSPECCIÓN TÉCNICA EDIFICIOS,,143188.51,121691.36
2015,X03,Protección y promoción social,EQUIPAMIENTO CENTRO DE MAYORES MONSEÑOR ÓSCAR ROMERO,,931.4,931.4
2015,X03,Protección y promoción social,EQUIPAMIENTO CENTROS DE SERVICIOS SOCIALES DISTRITO DE CARABANCHEL,,10400.0,
2015,X03,Protección y promoción social,EQUIPAMIENTO CENTRO DE MAYORES ROGER DE FLOR,,3796.23,3796.23
2015,X03,Protección y promoción social,"CENTRO SERVICIOS SOCIALES ZAIDA, C/ ZAIDA, 36. OBRAS DE CONSERVACIÓN",,10926.86,10926.85
2015,X03,Protección y promoción social,EQUIPAMIENTO CENTROS DE MAYORES DISTRITO DE CARABANCHEL,,14336.3,
2015,X03,Protección y promoción social,CENTRO DE MAYORES SAN VICENTE DE PÁUL. OBRAS DE CONSERVACIÓN,,19330.5,19330.5
2015,X03,Protección y promoción social,EQUIPAMIENTO CENTRO SERVICIOS SOCIALES ZAIDA,,6874.09,6874.09
2015,X03,Protección y promoción social,CENTRO DE DÍA DE MAYORES FRANCISCO DE GOYA. OBRAS DE CONSERVACIÓN,,41389.02,41389.02
2015,X03,Protección y promoción social,IFS-CENTRO DE MAYORES TIERNO GALVÁN. MEJORAS EN ACCESIBILIDAD Y ACABADOS,,150000.0,149994.18
2015,X03,Protección y promoción social,EQUIPAMIENTO CENTRO DE DÍA DE MAYORES FRANCISCO DE GOYA,,5894.44,2542.74
2015,X03,Protección y promoción social,"CENTRO DE DÍA DE MAYORES AURORA VILLA, C/ MERCEDES ARTEAGA, 18. ACONDICIONAMIENTO",,53335.98,49982.14
2015,X03,Protección y promoción social,CENTRO DE MAYORES ROGER DE FLOR. OBRAS DE CONSERVACIÓN,,33201.41,33201.4
2015,X03,Protección y promoción social,IFS-CENTRO DE ALZHEIMER DOCTOR SALGADO. INSTALACIÓN DE LÍNEA DE VIDA,,15000.0,14958.79
2015,X03,Protección y promoción social,CENTRO DE DÍA DE ALZHEIMER LA MAGDALENA. OBRAS DE CONSERVACIÓN,,6987.23,6987.23
2015,X09,Medio ambiente,,,100000.0,46713.32
2015,X09,Medio ambiente,"IFS-CASETA JARDINERÍA PARQUE SUR II, AV.VÍA LUSITANA  C/V. CTERA TOLEDO. ACONDICIONAMIENTO",,55000.0,46713.32
2015,X09,Medio ambiente,IFS-PUNTO LIMPIO DE CARABANCHEL. REFORMA DE SANEAMIENTO,,45000.0,
2015,X08,Mantenimiento urbano,,,3319.04,3319.04
2015,X08,Mantenimiento urbano,HIDRANTES DISTRITO CARABANCHEL. INSTALACIÓN,,3319.04,3319.04
2015,X10,Cultura,,,289837.4,280509.64
2015,X10,Cultura,"CENTRO SOCIO CULTURAL OPORTO, AV. OPORTO, 78. OBRAS DE REFORMA",,37493.87,37493.87
2015,X10,Cultura,EQUIPAMIENTO BIBLIOTECA PÚBLICA LA CHATA,,5269.55,
2015,X10,Cultura,"IFS-SOCIOCULTURAL GARCÍA LORCA.INSPECCIÓN TÉCNICA, ACCESIBILIDAD Y PROTECCIÓN INCENDIOS",,242000.0,241999.37
2015,X10,Cultura,CENTRO CULTURAL FERNANDO LÁZARO CARRETER. SEÑALIZACIÓN.,,1020.0,1016.4
2015,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,4053.98,
2015,X11,"Deportes, juventud y esparcimiento",,,344257.64,305303.06
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO VÍA LUSITANA, C/ VÍA LUSITANA, 19. OBRAS DE CONSERVACIÓN",,9753.31,9753.31
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO CAMINO VIEJO DE LEGANES. OBRAS DE CONSERVACIÓN,,6970.28,6970.27
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO UVA PAN BENDITO. OBRAS DE CONSERVACIÓN,,2582.16,2582.16
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO BELZUNEGUI. PEQUEÑAS ACTUACIONES DE MEJORA,,1904.85,1904.85
2015,X11,"Deportes, juventud y esparcimiento",CENTRO JUVENIL CARABANCHEL ALTO. OBRAS DE CONSERVACIÓN,,10260.06,10260.06
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO SANTA RITA, C/ ALBA DE TORMES, 2. OBRAS DE CONSERVACIÓN",,4469.02,4469.02
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PARQUE DE LAS CRUCES. REPARACIÓN DE CERRAMIENTOS,,104423.38,104423.38
2015,X11,"Deportes, juventud y esparcimiento",COLEGIO PÚBLICO SAN IGNACIO DE LOYOLA. MEJORA PISTAS DEPORTIVAS,,1754.5,1754.5
2015,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. REFORMA PABELLÓN POLIDEPORTIVO,,58735.4,51739.81
2015,X11,"Deportes, juventud y esparcimiento","CAMPO DE FÚTBOL PUERTA BONITA, C/ GENERAL RICARDOS, 166. OBRAS DE CONSERVACIÓN",,15336.18,15336.18
