Año,Id Línea,Nombre Línea,Inversión,Inversión,Presupuesto Gasto,Gasto Real
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO ISABEL PATACÓN, C/ ISABEL PATACÓN S/N. OBRAS DE CONSERVACIÓN",,2711.4,2711.4
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PARQUE EUGENIA DE MONTIJO. PEQUEÑAS ACTUACIONES DE MEJORA,,5288.38,5288.38
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO ABRANTES, C/ VÍA LUSITANA, 90. DEMOLICIÓN CASETA DE VESTUARIOS",,15239.08,15239.08
2015,X11,"Deportes, juventud y esparcimiento",OBRAS DE CONSERVACIÓN INSTALACIONES DEPORTIVAS DISTRITO DE CARABANCHEL,,31932.81,
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO LOS POBLADOS, AV. DE LOS POBLADOS S/N. OBRAS DE CONSERVACIÓN",,720.83,720.83
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PARQUE COMILLAS. PEQUEÑAS ACTUACIONES DE MEJORA,,933.7,933.7
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO MARÍA INMACULADA. PEQUEÑAS ACTUACIONES DE MEJORA,,723.49,723.49
2015,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. ADECUACIÓN ACCESIBILIDAD PISCINA CUBIERTA,,237.5,237.5
2015,X11,"Deportes, juventud y esparcimiento",COLEGIO PÚBLICO GONZALO DE BERCEO. MEJORA PISTAS DEPORTIVAS,,1754.5,1754.5
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO MERCEDES ARTEAGA, C/ MERCEDES ARTEAGA S/N. OBRAS DE CONSERVACIÓN",,7169.14,7169.13
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PEDRO YAGÜE. PEQUEÑAS ACTUACIONES DE MEJORA,,593.16,593.16
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO HORNERO, C/ HORNERO, 1. OBRAS DE CONSERVACIÓN",,3090.6,3090.6
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO SAN ISIDRO - GORRIÓN, C/ GORRIÓN, 36. OBRAS DE CONSERVACIÓN",,10647.94,10647.94
2015,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO IVÁN DE VARGAS, TRAVESÍA IVÁN DE VARGAS, 4. OBRAS DE CONSERVACIÓN",,1155.83,1155.83
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO SAN MARTÍN DE PORRES. PEQUEÑAS ACTUACIONES DE MEJORA,,720.83,720.83
2015,X11,"Deportes, juventud y esparcimiento","CENTRO DEPORTIVO LA MINA, C/ MONSEÑOR OSCAR ROMERO, 41. OBRAS DE CONSERVACIÓN",,29590.51,29590.5
2015,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO POLIDEPORTIVO LA MINA,,15012.0,14985.85
2015,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO PARQUE SAN ISIDRO-VICENTE QUESADA. PEQUEÑAS ACTUACIONES DE MEJORA,,546.8,546.8
2015,X00,Inversiones de carácter general,,,331040.84,326766.8
2015,X00,Inversiones de carácter general,EQUIPAMIENTO SERVICIOS ADMINISTRATIVOS DISTRITO DE CARABANCHEL,,8000.0,7035.7
2015,X00,Inversiones de carácter general,EDIFICIO SEDE DISTRITO CARABANCHEL. OBRAS DE CONSERVACIÓN,,4178.07,4178.07
2015,X00,Inversiones de carácter general,EQUIPAMIENTO SERVICIOS DE CONSUMO DISTRITO DE CARABANCHEL,,500.0,435.6
2015,X00,Inversiones de carácter general,"EDIFICIO C/ EDUARDO MORALES, 28. OBRAS DERIVADAS INSPECCIÓN TÉCNICA DE EDIFICIOS",,66318.2,66315.84
2015,X00,Inversiones de carácter general,"EDIFICIO GENERAL RICARDOS, 14. INSTALACIONES",,8100.0,6808.67
2015,X00,Inversiones de carácter general,IFS-EDIFICIO SEDE DISTRITO DE CARABANCHEL. FACHADAS Y CARPINTERÍA EXTERIOR,,242000.0,241992.92
2015,X00,Inversiones de carácter general,OBRAS DE CONSERVACIÓN EDIFICIOS DEL DISTRITO DE CARABANCHEL,,1944.57,
2015,X06,Urbanismo,,,9791501.78,3808726.38
2015,X06,Urbanismo,"ADQUISICIÓN DE SUELO C/ VÍA LUSITANA, 21",,5125457.78,
2015,X06,Urbanismo,"ADQUISICIÓN SUELO AV.DE LOS POBLADOS, 78 C/V. CONSUELO GUZMÁN",,2531086.07,2531086.07
2015,X06,Urbanismo,ADQUISICIÓN DE SUELO EN C/EUGENIA DE MONTIJO (ACTUACIÓN AISLADA),,5270.21,5270.21
2015,X06,Urbanismo,"C/ PIQUEÑAS, 16. OBRAS DE URBANIZACIÓN",,13223.14,
2015,X06,Urbanismo,"CALLE BALTANÁS, 19. OBRAS DE URBANIZACIÓN",,81800.0,50515.57
2015,X06,Urbanismo,"ADQUISICIÓN SUELO C/ PIEDRAHITA, 1",,700166.13,700166.13
2015,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17,,260970.15,260970.15
2015,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17. VIARIO Y ZONA VERDE,,90055.76,89100.62
2015,X06,Urbanismo,ADQUISICIÓN DE SUELO EN EL PARQUE EMPERATRIZ MARÍA DE AUSTRIA,,119096.02,119096.02
2015,X06,Urbanismo,"CASCO HISTÓRICO CARABANCHEL ALTO, U.E.2 CALLEJÓN JOSÉ CABRERA. COOPERACIÓN",,241245.5,4127.72
2015,X06,Urbanismo,"C/ POLVORANCA Y C/ GUITARRA, 8. URBANIZACIÓN",,43379.37,23839.49
2015,X06,Urbanismo,C/ POLVORANCA C/V. C/ JOAQUÍN TURINA. OBRAS DE URBANIZACIÓN,,4668.18,4668.18
2015,X06,Urbanismo,IFS-CALLE BLASA PÉREZ. AJARDINAMIENTO Y URBANIZACIÓN,,564000.0,8802.75
2015,X06,Urbanismo,ADQUISICIÓN DE SUELO VÍA CARPETANA,,11083.47,11083.47
2015,X05,Educación,,,1001795.05,657308.96
2015,X05,Educación,EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS,,3565.2,3565.2
2015,X05,Educación,"COLEGIO PÚBLICO ISAAC PERAL, PZA. RUFINO NOVALVOS, 5. OBRAS DE MEJORA",,55226.12,55226.12
2015,X05,Educación,"COLEGIO PÚBLICO CAPITÁN CORTÉS, C/ MONSEÑOR OSCAR ROMERO, 17. OBRAS DE CONSERVACIÓN",,4975.52,4975.52
2015,X05,Educación,COLEGIO PÚBLICO PARQUE EUGENIA DE MONTIJO. OBRAS DE CONSERVACIÓN,,8645.33,8645.33
2015,X05,Educación,COLEGIO PÚBLICO PERÚ. ADOPCIÓN MEDIDAS DE SEGURIDAD,,542.83,542.83
2015,X05,Educación,COLEGIO PÚBLICO GONZALO DE BERCEO II. OBRAS DE CONSERVACIÓN,,6669.46,6669.46
2015,X05,Educación,COLEGIO PÚBLICO CAPITÁN CORTÉS. OBRAS DE MEJORA,,96908.6,96908.59
2015,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DE COLOMBIA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,348541.17,10966.91
2015,X05,Educación,COLEGIO PÚBLICO ANTONIO MACHADO. OBRAS REGLAMENTO ELECTROTÉCNICO DE BAJA TENSIÓN,,142855.59,141855.34
2015,X05,Educación,ESCUELA INFANTIL LA PATRIA CHICA. PLACA IDENTIFICATIVA,,566.13,566.13
2015,X05,Educación,COLEGIO PÚBLICO PINAR DE SAN JOSÉ. OBRAS DE CONSERVACIÓN,,20264.79,20264.76
2015,X05,Educación,COLEGIO PÚBLICO MIGUEL SERVET. OBRAS DE ACONDICIONAMIENTO,,59996.14,59992.3
2015,X05,Educación,ESCUELA INFANTIL LAS AMAPOLAS. PLACA IDENTIFICATIVA,,566.13,566.13
2015,X05,Educación,OBRAS DE CONSERVACIÓN CENTROS DOCENTES DE ENSEÑANZA DISTRITO DE CARABANCHEL,,19.28,
2015,X05,Educación,"COLEGIO PÚBLICO REPÚBLICA DE COLOMBIA, PZA. ALLOZ, 3. REIMPERMEABILIZACIÓN DE CUBIERTA",,37335.59,37335.59
2015,X05,Educación,"CENTRO DE EDUCACIÓN ESPECIAL INMACULADA CONCEPCIÓN, C/ SALDAÑA, 30. CONSERVACIÓN",,28734.92,28734.92
2015,X05,Educación,COLEGIO PÚBLICO PERÚ. OBRAS DE ACONDICIONAMIENTO,,169963.04,164074.63
2015,X05,Educación,COLEGIO PÚBLICO HAITÍ. OBRAS DE CONSERVACIÓN,,7103.32,7103.32
2015,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DOMINICANA. OBRAS DE CONSERVACIÓN,,1585.02,1585.02
2015,X05,Educación,"COLEGIO PÚBLICO ARCIPRESTE DE HITA, C/ ANTONIO MORENO, 25. ACCESIBILIDAD",,4278.69,4278.69
2015,X05,Educación,COLEGIO PÚBLICO GONZALO DE BERCEO I. OBRAS DE CONSERVACIÓN,,3452.18,3452.17
2015,X04,Salud pública,,,7275.21,7275.21
2015,X04,Salud pública,"CENTRO MADRID SALUD CARABANCHEL, C/ EUGENIA DE MONTIJO, 90. SEÑALIZACIÓN",,999.46,999.46
2015,X04,Salud pública,CENTRO MADRID SALUD CARABANCHEL. INSTALACIONES TÉCNICAS,,6275.75,6275.75
2016,X12,Otros bienes públicos de carácter social,,,321.01,321.01
2016,X12,Otros bienes públicos de carácter social,OFICINA ATENCIÓN A LA CIUDADANÍA LÍNEA MADRID CARABANCHEL. SEÑALIZACIÓN,,321.01,321.01
2016,X07,Infraestructuras,,,821101.76,7402.49
2016,X07,Infraestructuras,IFS-VÍA CICLISTA AV. DE OPORTO - EUGENIA DE MONTIJO. CONSTRUCCIÓN,,820000.0,6300.73
2016,X07,Infraestructuras,VÍA CICLISTA AV. DE OPORTO - EUGENIA DE MONTIJO. CONSTRUCCIÓN,,1101.76,1101.76
2016,X03,Protección y promoción social,,,432202.15,409810.8
2016,X03,Protección y promoción social,IFS-CENTRO DE MAYORES SAN VICENTE DE PAÚL. ADAPTACIÓN A NORMATIVA ELÉCTRICA,,54644.0,54638.73
2016,X03,Protección y promoción social,CENTRO MAYORES SAN VICENTE DE PAÚL. ADAPTACIÓN NORMATIVA INCENDIOS,,84213.91,84213.91
2016,X03,Protección y promoción social,CENTRO DE ATENCIÓN SOCIAL A LA MUJER MARÍA DE MAEZTU. NORMATIVA ELÉCTRICA,,13577.6,13577.6
2016,X03,Protección y promoción social,CENTRO SERVICIOS SOCIALES ZAIDA. OBRAS DE CONSERVACIÓN,,1141.77,1141.77
2016,X03,Protección y promoción social,"IFS-SERVICIOS ATENCIÓN MUJERES VÍCTIMAS VIOLENCIA DE GÉNERO,2ª PLANTA C/ GENERAL RICARDOS, 14.ADAPTACIÓN",,120000.0,119975.31
2016,X03,Protección y promoción social,CENTRO DÍA DE ALZHEIMER LA MAGDALENA. ADAPTACIÓN NORMATIVA INCENDIOS,,29998.25,29998.25
2016,X03,Protección y promoción social,IFS-EDIFICIO C/GENERAL RICARDOS 14. SUBSANACIÓN DE PATOLOGÍAS,,50000.0,49995.18
2016,X03,Protección y promoción social,CENTRO DE DÍA DE MAYORES AURORA VILLA. MOBILIARIO Y ENSERES,,6282.08,6282.08
2016,X03,Protección y promoción social,CENTRO MAYORES MONSEÑOR OSCAR ROMERO. OBRAS DE CONSERVACIÓN,,2328.72,2328.72
2016,X03,Protección y promoción social,IFS-CENTRO DE DIA Y ALZHEIMER AURORA VILLA. REFORMA,,50000.0,39219.49
2016,X03,Protección y promoción social,CENTRO DE MAYORES TIERNO GALVÁN. OBRAS DE CONSERVACIÓN,,242.04,242.04
2016,X03,Protección y promoción social,CENTRO DE MAYORES ROGER DE FLOR. OBRAS DE CONSERVACIÓN,,11576.02,
2016,X03,Protección y promoción social,CENTRO SERVICIOS SOCIALES PLAZA ELÍPTICA. OBRAS DE CONSERVACIÓN,,3226.91,3226.87
2016,X03,Protección y promoción social,EDIFICIO C/GENERAL RICARDOS 14. SUBSANACIÓN DE PATOLOGÍAS,,4970.85,4970.85
2016,X09,Medio ambiente,,,1785784.65,43968.13
2016,X09,Medio ambiente,IFS-ZONA VERDE JUNTO AL COLEGIO MIGUEL SERVET. ACONDICIONAMIENTO,,681819.46,
2016,X09,Medio ambiente,PUNTOS LIMPIOS DE PROXIMIDAD EN EL DISTRITO DE CARABANCHEL,,1343.1,1343.1
2016,X09,Medio ambiente,PARQUE EMPERATRIZ MARÍA DE AUSTRIA. REMODELACIÓN,,21235.5,21235.5
2016,X09,Medio ambiente,PARCELAS DISTRITO CARABANCHEL. ACONDICIONAMIENTO PARA IMPLANTACIÓN HUERTOS URBANOS,,1316.88,1316.88
2016,X09,Medio ambiente,"IFS-ZONA VERDE ENTRE LAS CALLES BLASA PEREZ, ALGORTA Y GENERAL RICARDOS. ACONDICIONAMIENTO",,618222.06,
2016,X09,Medio ambiente,PARQUE DE SANTA RITA. OBRAS DE REMODELACIÓN,,2072.65,2072.65
2016,X09,Medio ambiente,IFS-REMODELACIÓN MEDIANA NTRA.SRA.DE LA VALVANERA Y ACONDICIONAMIENTO PLAZA CENTRAL DE LA COLONIA LOYOLA,,459775.0,18000.0
2016,X08,Mantenimiento urbano,,,500061.26,299008.7
2016,X08,Mantenimiento urbano,PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO CARABANCHEL. FASE I,,56461.17,17612.66
2016,X08,Mantenimiento urbano,IFS-CANTÓN LIMPIEZA C/MARÍA ODIAGA 1. EFICIENCIA ENERGÉTICA Y RENOVACION DE INSTALACIONES.,,186000.0,176227.56
2016,X08,Mantenimiento urbano,VIAL CAMINO ALTO DE SAN ISIDRO. ADECUACIÓN CONDICIONES DE SEGURIDAD Y ACCESIBILIDAD,,50000.0,2541.0
2016,X08,Mantenimiento urbano,"CANTÓN LIMPIEZA C/ MARÍA ODIAGA, 1. OBRAS REGLAMENTO ELECTROTÉCNICO DE BAJA TENSIÓN",,35039.85,602.48
2016,X08,Mantenimiento urbano,PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CARABANCHEL. FASE I,,147259.53,76724.29
2016,X08,Mantenimiento urbano,HIDRANTES DISTRITO CARABANCHEL. INSTALACIÓN,,4246.71,4246.71
2016,X08,Mantenimiento urbano,MEJORA SEGURIDAD VIAL EN EL PAU DE CARABANCHEL Y SU ENTORNO,,21054.0,21054.0
2016,X10,Cultura,,,616512.51,459025.59
2016,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. DOTACIÓN DE MOBILIARIO Y ENSERES,,8010.2,8010.2
2016,X10,Cultura,IFS-CENTRO SOCIO CULTURAL BLASCO IBAÑEZ. REPARACIÓN Y ACONDICIONAMIENTO,,80000.0,78538.29
2016,X10,Cultura,IFS-BIBLIOTECA PÚBLICA LA CHATA. ADAPTACIÓN A NORMATIVA ELÉCTRICA,,34209.0,34168.23
2016,X10,Cultura,IFS-CENTRO SOCIO CULTURAL SAN FRANCISCO DE LA PRENSA. ADAPTACIÓN A NORMATIVA ELÉCTRICA,,40000.0,17323.29
2016,X10,Cultura,CENTRO SOCIOCULTURAL SAN FRANCISCO DE LA PRENSA. SUBSANACIÓN DE PATOLOGÍAS,,31907.92,23343.29
2016,X10,Cultura,"IFS-""EDIFICIO ANEXO A LA BIBLIOTECA """"LA CHATA"""". CONSOLIDACIÓN ESTRUCTURAL Y ACONDICIONAMIENTO""",,350000.0,275256.92
2016,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. EQUIPOS DE COMUNICACIÓN PARA DISCAPACITADOS AUDITIVOS,,533.03,533.03
2016,X10,Cultura,IFS-BIBLIOTECA ANA MARÍA MATUTE. MEJORA CLIMATIZACIÓN Y EFICIENCIA ENERGÉTICA,,50000.0,
2016,X10,Cultura,BIBLIOTECA PÚBLICA ANA MARÍA MATUTE. EQUIPOS COMUNICACIÓN DISCAPACITADOS AUDITIVOS,,533.03,533.03
2016,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. OBRAS DE CONSERVACIÓN,,10454.2,10454.18
2016,X10,Cultura,CENTRO SOCIOCULTURAL OPORTO. OBRAS DE CONSERVACIÓN,,6811.15,6811.15
2016,X10,Cultura,BIBLIOTECA PÚBLICA LA CHATA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,4053.98,4053.98
2016,X11,"Deportes, juventud y esparcimiento",,,2509706.85,1782113.32
2016,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. OBRAS INSTALACIÓN SISTEMA PROTECCIÓN CONTRA INTRUSIÓN,,49988.08,49988.08
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO CAMINO VIEJO DE LEGANÉS. OBRAS DE ADECUACIÓN CERRAMIENTO,,17950.2,17950.2
2016,X11,"Deportes, juventud y esparcimiento","IFS-CENTRO DEPORTIVO ""ANTIGUO CANÓDROMO"". SUBSANACIÓN DE PATOLOGÍAS",,750000.0,161248.28
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO C/ GORRIÓN. OBRAS REFORMA DE VESTUARIOS,,150000.0,149951.11
2016,X11,"Deportes, juventud y esparcimiento","IFS-CENTRO DEPORTIVO  LA MINA. REFORMA VESTUARIOS, CLIMATIZACIÓN PABELLÓN POLIDEPORTIVO Y ACCESIBILIDAD",,900000.0,899430.56
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO SAN MARTÍN DE PORRES. OBRAS DE ADECUACIÓN CERRAMIENTO,,99903.13,99903.13
2016,X11,"Deportes, juventud y esparcimiento","DEPORTIVO BÁSICO ABRANTES, C/ VÍA LUSITANA, 90. DEMOLICIÓN CASETA DE VESTUARIOS",,2939.65,2939.63
2016,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. ACONDICIONAMIENTO CUBIERTAS PABELLÓN,,242000.0,241996.27
2016,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. ADECUACIÓN ACCESIBILIDAD PISCINA CUBIERTA,,154039.99,20952.69
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO SAN MARTÍN DE PORRES. ADECUACIÓN CÉSPED ARTIFICIAL CAMPO DE FÚTBOL,,4265.01,4265.01
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO VÍA LUSITANA. OBRAS DE ADECUACIÓN CERRAMIENTO,,118230.53,118230.53
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVO BÁSICO VÍA LUSITANA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,5035.56,
2016,X11,"Deportes, juventud y esparcimiento",EQUIPAMIENTO CENTRO JUVENIL CARABANCHEL ALTO,,2948.77,2948.77
2016,X11,"Deportes, juventud y esparcimiento",CENTRO DEPORTIVO LA MINA. OBRAS DE ADECUACIÓN CUADRO ELÉCTRICO PISCINA OLÍMPICA,,12309.06,12309.06
2016,X11,"Deportes, juventud y esparcimiento",DEPORTIVOS BÁSICOS DISTRITO CARABANCHEL. OBRAS DE MEJORA Y REPARACIÓN,,96.87,
2016,X01,Protección Civil y seguridad ciudadana,,,343555.31,343530.68
2016,X01,Protección Civil y seguridad ciudadana,EQUIPAMIENTO UNIDAD INTEGRAL POLICÍA MUNICIPAL DISTRITO CARABANCHEL,,5390.55,5390.55
2016,X01,Protección Civil y seguridad ciudadana,UNIDAD INTEGRAL POLICÍA CARABANCHEL. INSTALACIÓN DE PERSIANAS,,4697.9,4697.9
2016,X01,Protección Civil y seguridad ciudadana,UNIDAD INTEGRAL POLICÍA CARABANCHEL. OBRAS DE ACONDICIONAMIENTO,,55259.21,55259.21
2016,X01,Protección Civil y seguridad ciudadana,UNIDAD INTEGRAL POLICÍA CARABANCHEL. ADECUACIÓN INSTALACIÓN ELÉCTRICA,,48207.65,48207.65
2016,X01,Protección Civil y seguridad ciudadana,"IFS-UNIDAD INTEGRAL POLICÍA DISTRITO DE CARABANCHEL, C/ALBOX, 8. REFORMA CLIMATIZACIÓN",,230000.0,229975.37
2016,X00,Inversiones de carácter general,,,291474.14,290909.96
2016,X00,Inversiones de carácter general,SISTEMA INTEGRAL GRABACIÓN Y REPRODUCCIÓN SESIONES PLENARIAS DISTRITO CARABANCHEL,,7238.91,7238.91
2016,X00,Inversiones de carácter general,OBRAS DE CONSERVACIÓN EDIFICIOS DISTRITO DE CARABANCHEL,,7.03,
2016,X00,Inversiones de carácter general,"SERVICIOS SANITARIOS, CALIDAD Y CONSUMO DISTRITO CARABANCHEL. ÚTILES Y HERRAMIENTAS",,800.0,695.27
2016,X00,Inversiones de carácter general,"EDIFICIO C/ EDUARDO MORALES, 28. OBRAS DERIVADAS INSPECCIÓN TÉCNICA DE EDIFICIOS",,283428.2,282975.78
2016,X14,Sectores productivos,,,60500.0,60488.07
2016,X14,Sectores productivos,IFS-VIVERO DE EMPRESAS DE CARABANCHEL. HABILITACIÓN DE ESPACIOS DE COWORKING,,60500.0,60488.07
2016,X06,Urbanismo,,,5401520.0,4985639.63
2016,X06,Urbanismo,"C/ ESPINAR, 50. OBRAS DE URBANIZACIÓN",,10431.89,
2016,X06,Urbanismo,"ADQUISICIÓN SUELO AV. CARABANCHEL ALTO, 52",,58053.43,58053.43
2016,X06,Urbanismo,U.E. 4 CALLEJON DE LA CURRUCA (APE 11.07 CASCO HISTÓRICO CARABANCHEL). URBANIZACIÓN,,202258.0,
2016,X06,Urbanismo,"ADQUISICIÓN SUELO AV.DE LOS POBLADOS, 78 C/V. CONSUELO GUZMÁN",,871519.32,871519.32
2016,X06,Urbanismo,"C/ PIQUEÑAS, 16. OBRAS DE URBANIZACIÓN",,13223.14,12443.46
2016,X06,Urbanismo,"CALLE BALTANÁS, 19. OBRAS DE URBANIZACIÓN",,2659.65,2659.65
2016,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17,,93076.74,93076.74
2016,X06,Urbanismo,ADECUACIÓN VIALES Y ACCESIBILIDAD EN DISTRITO CARABANCHEL,,18377.02,8522.62
2016,X06,Urbanismo,ADQUISICIÓN SUELO FINCA C/ EUGENIA DE MONTIJO Y NUESTRA SEÑORA DE FÁTIMA,,2693656.85,2693656.85
2016,X06,Urbanismo,ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17. VIARIO Y ZONA VERDE,,38774.32,38774.32
2016,X06,Urbanismo,ADQUISICIÓN DE SUELO EN EL PARQUE EMPERATRIZ MARÍA DE AUSTRIA,,204669.28,204669.28
2016,X06,Urbanismo,"CASCO HISTÓRICO CARABANCHEL ALTO, U.E.2 CALLEJÓN JOSÉ CABRERA. COOPERACIÓN",,146456.72,122233.61
2016,X06,Urbanismo,"ADQUISICIÓN SUELO AV. CARABANCHEL ALTO, 52. EQUIPAMIENTO",,269574.75,269574.75
2016,X06,Urbanismo,"C/ EL ESPINAR, 56. OBRAS DE URBANIZACIÓN",,8677.69,
2016,X06,Urbanismo,"C/ ZAIDA, JOSE Mª PEMÁN Y ELVIRA BARRIOS API 11.09 CARABANCHEL. URBANIZACIÓN",,159655.6,
2016,X06,Urbanismo,"ADQUISICIÓN SUELO PLAZA  BARRAGÁN, 3",,290261.39,290261.39
2016,X06,Urbanismo,ADQUISICIÓN DE SUELO VÍA CARPETANA,,320194.21,320194.21
2016,X05,Educación,,,1438427.7,1430302.22
2016,X05,Educación,ESCUELA INFANTIL LA PATRIA CHICA. OBRAS REGLAMENTO ELECTROTÉCNICO BAJA TENSIÓN,,9943.16,9935.16
2016,X05,Educación,COLEGIO PÚBLICO CAPITÁN CORTÉS. OBRAS REGLAMENTO ELECTROTÉCNICO BAJA TENSIÓN,,44600.76,43168.46
2016,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DE COLOMBIA. OBRAS DE CONSERVACIÓN,,1022.26,1022.26
2016,X05,Educación,EQUIPAMIENTO ESCUELA INFANTIL LAS AMAPOLAS,,2928.53,
2016,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DEL ECUADOR. REFORMA ASEOS Y ACONDICIONAMIENTO PATIOS,,100000.0,99984.57
2016,X05,Educación,COLEGIO PÚBLICO CAPITÁN CORTÉS. OBRAS DE ACONDICIONAMIENTO,,81567.1,81566.9
2016,X05,Educación,ESCUELA DE MÚSICA ISAAC ALBÉNIZ. OBRAS REGLAMENTO ELECTROTÉCNICO BAJA TENSIÓN,,17300.74,17300.74
2016,X05,Educación,COLEGIO PÚBLICO ANTONIO MACHADO. ADECUACIÓN CALDERA Y SISTEMA CALEFACCIÓN,,241996.55,241996.07
2016,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DOMINICANA. REFORMA ASEOS Y OTRAS MEJORAS,,100000.0,99638.05
2016,X05,Educación,COLEGIO PÚBLICO LOPE DE VEGA. OBRAS DERIVADAS REGLAMENTO ELECTROTÉCNICO BAJA TENSIÓN,,43403.8,41136.35
2016,X05,Educación,COLEGIO PÚBLICO REPÚBLICA DE COLOMBIA. ADOPCIÓN MEDIDAS DE SEGURIDAD,,337574.26,337574.26
2016,X05,Educación,COLEGIO PÚBLICO JULIÁN BESTEIRO. OBRAS DE REFORMA,,99663.73,99436.55
2016,X05,Educación,"IFS-ESCUELA INFANTIL LAS AMAPOLAS C/OBOLO, 14. ADAPTACIÓN A NORMATIVA ELÉCTRICA",,17675.0,17674.31
2016,X05,Educación,COLEGIO PÚBLICO CONCEPCIÓN ARENAL. OBRAS REGLAMENTO ELECTROTÉCNICO BAJA TENSIÓN,,20946.29,20946.28
2016,X05,Educación,COLEGIO PÚBLICO CONCEPCIÓN ARENAL. SUBSANACIÓN DEFICIENCIAS ELÉCTRICAS,,150000.0,149284.05
2016,X05,Educación,COLEGIO PÚBLICO LOPE DE VEGA. OBRAS DE ACONDICIONAMIENTO,,66778.99,66778.99
2016,X05,Educación,COLEGIO PÚBLICO PINAR DE SAN JOSÉ. OBRAS DE CONSERVACIÓN,,2284.53,2284.52
2016,X05,Educación,COLEGIO PÚBLICO MIGUEL SERVET. OBRAS DE REFORMA,,40742.34,40742.34
2016,X05,Educación,COLEGIO PÚBLICO PERÚ. OBRAS DE ACONDICIONAMIENTO,,59999.66,59832.36
2016,X04,Salud pública,,,11295.35,11295.35
2016,X04,Salud pública,"CENTRO MADRID SALUD CARABANCHEL, C/ EUGENIA DE MONTIJO, 90. OBRAS DE REFORMA",,11295.35,11295.35
2017,X12,Otros bienes públicos de carácter social,,,1097544.14,2582.14
2017,X12,Otros bienes públicos de carácter social,EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID DISTRITO CARABANCHEL,,2582.14,2582.14
2017,X12,Otros bienes públicos de carácter social,"IFS-LOCAL EN C/EDUARDO MORALES, 28. REFORMA PARA OFICINA DE LÍNEA MADRID",,1094962.0,
2017,X07,Infraestructuras,,,628006.06,605784.73
2017,X07,Infraestructuras,IFS-VÍA CICLISTA AV. DE OPORTO - EUGENIA DE MONTIJO. CONSTRUCCIÓN,,517236.91,517236.91
2017,X07,Infraestructuras,VÍA CICLISTA AV. DE OPORTO - EUGENIA DE MONTIJO. CONSTRUCCIÓN,,110769.15,88547.82
2017,X03,Protección y promoción social,,,249500.0,53939.05
2017,X03,Protección y promoción social,EQUIPAMIENTO CENTRO SERVICIOS SOCIALES MONSEÑOR OSCAR ROMERO,,6271.58,6271.58
