Año,Nombre Área,Inversión,Presupuesto año en curso,Presupuesto total
2023,VILLAVERDE,GRAN VÍA DE VILLAVERDE. MEJORA ACCESIBILIDAD Y MOVILIDAD PEATONAL,924922.0,1207963.8
2023,VILLAVERDE,DEPURADORA DE BUTARQUE CONSOLIDACIÓN DE LOS TERRENOS,13371.91,2912101.85
2023,VILLAVERDE,PLAZAS ÁGATA Y MAYOR DISTRITO VILLAVERDE. OBRAS DE REMODELACIÓN,1991447.23,3459667.59
2023,VILLAVERDE,CARRIL BICI EN LA GRAN VÍA DE VILLAVERDE. OBRAS DE ADAPTACIÓN,915079.0,1191559.8
2023,VILLAVERDE,ANILLO VERDE DE VILLAVERDE. EJECUCIÓN BOSQUE METROPOLITANO,2068958.85,8169078.36
2023,VILLAVERDE,PARQUE PARA DEPORTES URBANOS EN EL DISTRITO VILLAVERDE. CONSTRUCCIÓN,1976208.95,2021350.71
2023,VILLAVERDE,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN BLOQUES 300,850000.0,14000000.0
2023,VILLAVERDE,BIBLIOTECA-CENTRO CULTURAL DE VILLAVERDE. CONSTRUCCIÓN,2706485.7,5802759.22
2023,VILLAVERDE,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓNEL ESPINILLO S6-P8,155552.61,13526313.79
2023,CARABANCHEL,,12185368.83,41278598.13
2023,CARABANCHEL,REHABILITACIÓN CEMENTERIOS Carabanchel Sur,1850000.0,1850000.0
2023,CARABANCHEL,"UNIDAD INTEGRAL POLICÍA MUNICIPAL CARABANCHEL. AVDA. CARABANCHEL ALTO, 61. CONSTRUCCIÓN",1677086.62,5939195.0
2023,CARABANCHEL,DEPORTIVO BÁSICO PIQUEÑAS. ADECUACIÓN CAMPO DE FÚTBOL CÉSPED ARTIFICIAL Y VESTUARIOS,185321.96,1990643.92
2023,CARABANCHEL,PLAZA DE LA EMPERATRIZ DISTRITO CARABANCHEL. OBRAS DE REMODELACIÓN,3452356.01,4766619.63
2023,CARABANCHEL,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN CARABANCHEL (4.7.2.) PMS 29676,58508.86,4834483.2
2023,CARABANCHEL,"PARQUE DE LAS CRUCES, DISTRITO DE CARABANCHEL. REHABILITACIÓN (ID 19: 9283;11756)",2243999.37,2457633.37
2023,CARABANCHEL,DEPORTIVO BÁSICO LOS POBLADOS. ACONDICIONAMIENTO CAMPO DE FÚTBOL Y VESTUARIOS,970624.64,1306026.24
2023,CARABANCHEL,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER 4.8.2 D DE LA UE1 DEL UZI 0.10 “ENSANCHE DE CARABA,150000.0,6175192.61
2023,CARABANCHEL,BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN,850000.0,7095564.48
2023,CARABANCHEL,UNIDADES DE ENTERRAMIENTO (Carabanchel Sur),450000.0,2708296.94
2023,CARABANCHEL,DEPORTIVO BÁSICO SANTA RITA. ADECUACIÓN CAMPO DE FÚTBOL CÉSPED ARTIFICIAL Y VESTUARIOS,297471.37,2154942.74
2023,FUENCARRAL-EL PARDO,,21146119.25,199575155.81
2023,FUENCARRAL-EL PARDO,CONSTRUCCIONES  Nuevo Centro de Operaciones en las Tablas,0.0,151485864.24
2023,FUENCARRAL-EL PARDO,CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN,2446374.13,2923748.44
2023,FUENCARRAL-EL PARDO,PARCELAS ÁMBITO VALDEGRULLA Y PARAJE VALDESENDERÍN. DESESCOMBRO Y RENATURALIZACIÓN,2549040.53,4700929.97
2023,FUENCARRAL-EL PARDO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN ARROYO DEL FRESNO 3B,82487.5,7172825.73
2023,FUENCARRAL-EL PARDO,"PARQUE DE BOMBEROS Nº 9. OBRAS REFORMA Y AMPLIACIÓN EN SÓTANO, EDIFICIO GIMNASIO Y COCHERAS TRASERAS",151431.62,3981713.62
2023,FUENCARRAL-EL PARDO,CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN,1238951.85,5511255.18
2023,FUENCARRAL-EL PARDO,LATERAL NORTE AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REURBANIZACIÓN,8305096.63,11595883.32
2023,FUENCARRAL-EL PARDO,CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN,3175210.25,6456940.25
2023,FUENCARRAL-EL PARDO,CUÑA ARROYO DEL FRESNO. EJECUCIÓN DE BOSQUE METROPOLITANO,1877000.0,2716564.81
2023,FUENCARRAL-EL PARDO,PARQUE 9 BOMBEROS. OBRAS PARA INSTALACIÓN DE CAMPA PROVISIONAL,1320526.74,3029430.25
2023,TETUÁN,,11765830.56,48920136.58
2023,TETUÁN,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN PASEO DE LA DIRECCIÓN D-2,137569.1,11962529.85
2023,TETUÁN,ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN,1725433.99,2460690.2
2023,TETUÁN,"CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES",2983152.89,3090472.26
2023,TETUÁN,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339,217374.66,18902144.4
2023,TETUÁN,AVENIDA DEL GENERAL PERÓN. REMODELACIÓN ESPACIOS ESTANCIALES E ITINERARIOS PEATONALES,6702299.92,12504299.87
2023,MORATALAZ,,1314131.18,4765842.83
2023,MORATALAZ,BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION,0.0,1957566.38
2023,MORATALAZ,"PARQUE ""Z"" Y PARQUE C/ FUENTE CARRANTONA. MEJORAS",1293364.85,1487510.12
2023,MORATALAZ,ÁMBITO DE LA CUÑA VERDE DE O´DONNELL SUR. EJECUCIÓN DEL BOSQUE METROPOLITANO,20766.33,1320766.33
2023,CIUDAD LINEAL,,26431285.76,169373965.67
2023,CIUDAD LINEAL,REHABILITACIÓN CEMENTERIOS Muros Almudena,3255000.0,3625608.0
2023,CIUDAD LINEAL,CUÑA NORTE DE O´DONNELL. EJECUCIÓN DEL BOSQUE METROPOLITANO,3427718.43,8850563.39
2023,CIUDAD LINEAL,"BASE DEL SAMUR EN CIUDAD LINEAL, C/ PELOPONESO, 9. CONSTRUCCIÓN",149000.0,2043110.2
2023,CIUDAD LINEAL,CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN,1422141.86,7856906.35
2023,CIUDAD LINEAL,RENOVACIÓN  TANATORIOS M30,1336160.0,4776243.0
2023,CIUDAD LINEAL,CONSTRUCCIONES  Construcción de Nuevo Centro de Operacions en la Elipa,0.0,115828005.0
2023,CIUDAD LINEAL,UNIDADES DE ENTERRAMIENTO (Almudena),3156299.4,5563830.91
2023,CIUDAD LINEAL,UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN,1129628.97,5698001.1
2023,CIUDAD LINEAL,ACERAS EN EL BARRIO DE LA CONCEPCIÓN. PAVIMENTACIÓN Y MEJORA (ID 20: 13325),1487204.32,1530750.83
2023,CIUDAD LINEAL,ACTUACIONES EN CEMENTERIO DE LA ALMUDENA,4332546.0,5327902.13
2023,CIUDAD LINEAL,CENTRO DEPORTIVO CONCEPCIÓN. SUBSANACIÓN DE PATOLOGÍAS GRADERÍOS CAMPO DE FÚTBOL,1001915.78,1108071.02
2023,CIUDAD LINEAL,CALLE ALCALÁ EN EL TRAMO: QUINTANA-ARTURO SORIA. DISTRITO DE CIUDAD LINEAL. REMODELACIÓN,5733671.0,7164973.74
2023,LATINA,,4777410.39,33470269.04
2023,LATINA,NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION,118354.7,13060905.34
2023,LATINA,"ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN",2472102.24,4301894.45
2023,LATINA,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 4,184318.61,6986422.85
2023,LATINA,C/ SOLEDAD CAZORLA. ACTUACIONES DE RENATURALIZACIÓN,1848859.98,1909212.94
2023,LATINA,CENTRO DE MAYORES PARQUE EUROPA. CONSTRUCCIÓN,58618.55,4549730.78
2023,LATINA,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 3,95156.31,2662102.68
2023,FUENCARRAL-EL PARDO - HORTALEZA,,12940771.0,12940771.0
2023,FUENCARRAL-EL PARDO - HORTALEZA,PLATAFORMA AUTOBÚS DE TRÁNSITO PRIORITARIO VALDEBEBAS - HOSPITAL RAMÓN Y CAJAL. CONSTRUCCIÓN,12940771.0,12940771.0
2023,CHAMARTÍN,,14249090.89,40420267.17
2023,CHAMARTÍN,CONSTRUCCIONES  Plan de Negocio Madrid Nuevo Norte,4742969.0,27411855.34
2023,CHAMARTÍN,"CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN",4227633.29,4416178.04
2023,CHAMARTÍN,COLONIAS HISTÓRICAS DEL DISTRITO DE CHAMARTÍN. OBRAS DE REMODELACIÓN,4614323.26,4628306.31
2023,CHAMARTÍN,EDIFICIO C/ COMANDANTE AZCÁRRAGA 4. OBRAS DE REFORMA Y ACONDICIONAMIENTO,664165.34,3963927.48
2023,RETIRO,,28929046.31,56800806.5
2023,RETIRO,PARQUE DEL RETIRO. ACTUACIONES DE REHABILITACIÓN,0.0,1978045.0
2023,RETIRO,"ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN",53454.39,2967039.67
2023,RETIRO,"PUENTE C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN PARCIAL Y CONSTRUCCIÓN DE NUEVAS RAMPAS",8930758.94,17276810.0
2023,RETIRO,DAOIZ Y VELARDE. PUESTA EN USO,1025000.0,1540000.0
2023,RETIRO,EJE PEDRO BOSCH-DOCTOR ESQUERDO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN,5408973.7,10708973.69
2023,RETIRO,MONTAÑA DE LOS GATOS EN LOS JARDINES DEL BUEN RETIRO. RECUPERACIÓN INTEGRAL,2226501.83,2381759.03
2023,RETIRO,CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION,7674447.03,13614557.83
2023,RETIRO,"EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA",3609910.42,6333621.28
2023,VILLAVERDE - USERA,,0.0,5119065.0
2023,VILLAVERDE - USERA,PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO,0.0,5119065.0
2023,USERA,,10476201.34,51196653.33
2023,USERA,PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL,2398535.26,9169796.78
2023,USERA,"PARQUE DE PRADOLONGO, DISTRITO DE USERA. REHABILITACIÓN Y AMPLIACIÓN",1138452.0,1326173.08
2023,USERA,UNIDAD INTEGRAL POLICÍA MUNICIPAL USERA. OBRAS DE REHABILITACIÓN,0.0,1200000.0
2023,USERA,"DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN",996306.89,996306.89
2023,USERA,OBRAS CAJA MÁGICA,250000.0,21054000.0
2023,USERA,BORDE FORESTAL DE ORCASITAS. EJECUCIÓN DEL BOSQUE METROPOLITANO,848866.03,3819115.54
2023,USERA,DEPORTIVO BÁSICO ROMÁN VALERO. CONSTRUCCIÓN DE NUEVAS PISTAS DEPORTIVAS,100000.0,1000000.0
2023,USERA,"CENTRO DEPORTIVO DE ORCASITAS. REFORMA VASO DE PISCINA, GALERÍA VISITABLE, PLAYAS Y OTRAS",4677045.06,8677045.03
2023,USERA,"ESCUELA INFANTIL EN CALLE DE LA SILVINA, 8, BARRIO DE SAN FERMÍN. CONSTRUCCIÓN",66996.1,3954216.01
2023,CENTRO,,27783620.2,62031730.48
2023,CENTRO,ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD,4277697.0,5050434.51
2023,CENTRO,CENTRO DE MAYORES PALACIO DE LA DUQUESA DE SUECA. OBRAS DE SUBSANACIÓN DE PATOLOGÍAS,181433.81,1170522.61
2023,CENTRO,CASA DUQUESA DE SUECA. OBRAS RECONSTRUCCIÓN CUERPO ESTE,753662.34,3266102.7
2023,CENTRO,"CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN",9366061.8,30807829.64
2023,CENTRO,MUSEO DE SAN ISIDRO. OBRAS DE ADECUACIÓN PARA SOSTENIBILIDAD,6931.13,1615393.8
2023,CENTRO,CALLE BAILEN EN EL ENTORNO AL MUSEO DE COLECCIONES REALES. ADECUACIÓN ACCESOS,1974058.14,1974058.14
2023,CENTRO,PUERTA DEL SOL. OBRAS DE REMODELACIÓN,11223775.98,16807389.08
2023,CENTRO,CARRIL BICI SEGREGADO AV.DE LA GRAN VÍA DE SAN FRANCISCO Y GLORIETA PUERTA DE TOLEDO (ID 21: 18424),0.0,1340000.0
2023,SAN BLAS-CANILLEJAS,,3442510.09,33924819.33
2023,SAN BLAS-CANILLEJAS,"EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN",799200.78,3752454.3
2023,SAN BLAS-CANILLEJAS,"EDIFICIO MUNICIPAL C/ MONTAMARTA, 7. OBRAS DE ACONDICIONAMIENTO PARA CENTRO CULTURAL",1188032.57,2876630.55
2023,SAN BLAS-CANILLEJAS,ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID 18: 539),592674.86,4180520.7
2023,SAN BLAS-CANILLEJAS,"PABELLÓN DEPORTIVO EN CALLE MÓNACO, 10, DISTRITO SAN BLAS-CANILLEJAS. CONSTRUCCIÓN",13744.59,12067354.68
2023,SAN BLAS-CANILLEJAS,CENTRO DEPORTIVO SAN BLAS. REFORMA PABELLÓN DE GIMNASIA Y EDIFICIO DE OFICINAS,795978.89,6994980.7
2023,SAN BLAS-CANILLEJAS,ANTIGUA PASARELA MANTEROLA. RECONSTRUCCIÓN E INSTALACIÓN SOBRE RÍO MANZANARES EN AV. ARCENTALES,52878.4,4052878.4
2023,MONCLOA-ARAVACA,,7920501.69,25477073.63
2023,MONCLOA-ARAVACA,CASA DE VARGAS. REHABILITACIÓN CASA-PALACIO Y JARDÍN DE FELIPE II,99951.11,3242082.43
2023,MONCLOA-ARAVACA,BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA,1753326.17,2502996.39
2023,MONCLOA-ARAVACA,PABELLÓN DE HEXÁGONOS CASA DE CAMPO. REHABILITACIÓN,0.0,3000000.0
2023,MONCLOA-ARAVACA,ESCUADRÓN DE LA POLICÍA MUNICIPAL. OBRAS REFORMA DE LA CANTINA,0.0,1100000.0
2023,MONCLOA-ARAVACA,RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA,2740685.7,5732709.54
2023,MONCLOA-ARAVACA,PARQUE DE LA CASA DE CAMPO. ACTUACIONES DE REHABILITACIÓN,1657053.71,4009800.27
2023,MONCLOA-ARAVACA,CALLE JUAN ÁLVAREZ MENDIZÁBAL DISTRITO DE MONCLOA-ARAVACA. OBRAS DE REMODELACIÓN,1469485.0,2289485.0
2023,MONCLOA-ARAVACA,"CAMPO DE FÚTBOL EN ARAVACA, C/ESCULTOR PERESEJO, BOSQUE METROPOLITANO. CONSTRUCCIÓN",0.0,1500000.0
2023,MONCLOA-ARAVACA,PABELLÓN XII. REHABILITACIÓN EDIFICIOS,100000.0,1100000.0
2023,MONCLOA-ARAVACA,PABELLÓN DE CRISTAL. REHABILITACIÓN EDIFICIOS,100000.0,1000000.0
2023,SALAMANCA,,8020633.19,31430817.77
2023,SALAMANCA,CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. OBRAS REFORMA PISCINA SAMARANCH,2310000.0,7810000.0
2023,SALAMANCA,REHABILITACIÓN EDIFICIOS TEATRO FERNÁN GÓMEZ,201076.69,3354333.62
2023,SALAMANCA,EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL,0.0,1452262.93
2023,SALAMANCA,CENTRO CULTURAL BUENAVISTA. OBRAS DE REFORMA Y AMPLIACIÓN,1105505.14,5538844.49
2023,SALAMANCA,PUERTA DE ALCALÁ. OBRAS DE CONSERVACIÓN Y RESTAURACIÓN,2506694.18,2506694.18
2023,SALAMANCA,"CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION",1897357.18,10768682.55
2023,PUENTE DE VALLECAS - VILLA DE VALLECAS,,1043313.91,15912455.94
2023,PUENTE DE VALLECAS - VILLA DE VALLECAS,CAMPUS SUR UNIVERSIDAD POLITÉCNICA DE MADRID Y ENTORNOS ESCOLARES VALLECAS. ZONAS DE BAJAS EMISIONES,442239.0,13538876.0
2023,PUENTE DE VALLECAS - VILLA DE VALLECAS,PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO,601074.91,2373579.94
2023,ARGANZUELA,,39058345.24,104762081.06
2023,ARGANZUELA,CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN,24610684.39,68542278.56
2023,ARGANZUELA,NAVE 15 MATADERO. OBRAS DE ACONDICIONAMIENTO,0.0,1938478.0
2023,ARGANZUELA,ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS,5969050.05,15309813.51
2023,ARGANZUELA,"MATADERO. EVACUATORIOS, FACHADAS Y NAVE 11",1318653.0,1333653.0
2023,ARGANZUELA,CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN,5068039.97,8335857.96
2023,ARGANZUELA,"EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL",2091917.83,9302000.03
2023,HORTALEZA,,4728717.97,21535916.77
2023,HORTALEZA,CAMPOS DE FÚTBOL EN VALDEBEBAS (INSTALACIONES SOTENIBLES). CONSTRUCCIÓN (ID 21: 17695),0.0,1800000.0
2023,HORTALEZA,CENTRO DEPORTIVO HORTALEZA. SUBSANACIÓN PATOLOGÍAS VASO OLÍMPICO Y ADAPTACIÓN A NORMATIVA,1696837.26,2072837.25
2023,HORTALEZA,INSTALACIONES DEPORTIVAS PARQUE JUAN PABLO II. OBRAS DE REFORMA Y MEJORA (ID 19: 11672),609127.72,609127.72
2023,HORTALEZA,"BIBLIOTECA PÚBLICA C/SILVANO,101-103 (ENTORNO GLORIETA MAR DE CRISTAL). CONSTRUCCIÓN (ID 21: 18793)",159045.55,4499045.55
2023,HORTALEZA,ÁMBITO CAMPO DE LAS NACIONES. EJECUCIÓN DEL BOSQUE METROPOLITANO,0.0,3406565.4
2023,HORTALEZA,CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN,450000.0,5440086.36
2023,HORTALEZA,GIMNASIO EN CENTRO DEPORTIVO HORTALEZA. CONSTRUCCIÓN (ID 18: 8847),1323476.55,1366239.62
2023,HORTALEZA,"BASE SAMUR C/ AREQUIPA, 4. CONSTRUCCIÓN",490230.89,2342014.87
2023,BARAJAS,,21827106.38,167083681.51
2023,BARAJAS,"CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES",3196203.08,3556769.44
2023,BARAJAS,ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE VALDEBEBAS. OBRAS DE ADECUACIÓN Y MEJORA,7963145.22,60157464.77
2023,BARAJAS,"CALLE AYERBE, TRAMO C/FUENTE DE TORREJONA - C/EMPEDRADA. REMODELACIÓN DE LA URBANIZACIÓN",6373257.0,8642093.92
2023,BARAJAS,ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE REJAS. OBRAS ADECUACIÓN Y MEJORA,427466.37,67200790.57
2023,BARAJAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SEÑORA DE LORETO PARCELA 4,114271.82,9936679.64
2023,BARAJAS,"PALACIO ""EL CAPRICHO"". REHABILITACIÓN PARA DESARROLLO MUSEOGRÁFICO",2163782.7,4878077.53
2023,BARAJAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA.SEÑORA DE LORETO PARCELA 3,94444.35,8212551.8
2023,BARAJAS,CASCO HISTÓRICO DE BARAJAS. OBRAS DE PEATONALIZACIÓN,0.0,3000000.0
2023,BARAJAS,ÁMBITO CASTILLO DE LA ALAMEDA. OBRAS DE RENATURALIZACIÓN,1494535.84,1499253.84
2024,CHAMBERÍ,,3806598.0,7458683.76
2024,CHAMBERÍ,PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN,287423.0,1950445.22
2024,CHAMBERÍ,DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN,3519175.0,5508238.54
2024,VILLA DE VALLECAS,,68668977.6,221522218.41
2024,VILLA DE VALLECAS,"VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VALLECAS 2,70",4642267.51,18628900.07
2024,VILLA DE VALLECAS,NUEVA PLANTA DE MATERIA ORGÁNICA EN EL PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ,11722622.0,37223550.27
2024,VILLA DE VALLECAS,OBRAS DE URBANIZACIÓN ESPACIOS INTERBLOQUE PLAN ESPECIAL COLONIA URPISA,877945.0,2853210.0
2024,VILLA DE VALLECAS,SUELO URBANIZABLE PROGRAMADO 3.01 DESARROLLO DEL ESTE VALDECARROS,1132000.0,13923539.32
2024,VILLA DE VALLECAS,CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES,2700000.0,5263010.0
2024,VILLA DE VALLECAS,ALIVIADEROS DE LOS ESTANQUES DE TORMENTAS DE ABROÑIGALES Y LA GAVIA. ADECUACIÓN Y ACONDICIONAMIENTO,1000000.0,3300000.0
2024,VILLA DE VALLECAS,NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN,955423.0,5007317.4
2024,VILLA DE VALLECAS,CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN,3749802.0,8967358.07
2024,VILLA DE VALLECAS,FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN,6553186.0,9259827.72
2024,VILLA DE VALLECAS,APARCAMIENTOS,0.0,4550000.0
2024,VILLA DE VALLECAS,MERCADO FRUTAS Y VERD ADEC INST PCI + RECO NAVE A,6110892.0,14487905.0
2024,VILLA DE VALLECAS,VARIOS AMPLIACIÓN MERCAMADRID Y NUEVOS PROYECTOS,1684888.0,6218084.0
2024,VILLA DE VALLECAS,CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA,811363.21,3604556.52
2024,VILLA DE VALLECAS,NAVE MULTISERVICIO 2,0.0,3100000.0
2024,VILLA DE VALLECAS,NAVE MULTISERVICIO 1,50000.0,8200000.0
2024,VILLA DE VALLECAS,BIBLIOTECA-CENTRO CULTURAL VILLA DE VALLECAS. CONSTRUCCION,5292785.0,7354554.47
2024,VILLA DE VALLECAS,VARIOS MERCADOS CENTRALES Y EDIFICACIONES,2061580.0,6103426.0
2024,VILLA DE VALLECAS,"ZONAS VERDES ENSANCHE DE VALLECAS. CAMINOS, ZONAS ESTANCIALES Y OTRAS MEJORAS(ID 21: 17461)",25000.0,1525000.0
2024,VILLA DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1,2514386.77,16110875.45
2024,VILLA DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3,4417643.52,15125106.16
2024,VILLA DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2,1018899.59,12903486.96
2024,VILLA DE VALLECAS,VARIOS MOVILIDAD Y SERVICIOS COMUNES,945346.0,2149563.0
2024,VILLA DE VALLECAS,CENTRO DE CONOCIMIENTO E INNOVACIÓN,2800000.0,6060000.0
2024,VILLA DE VALLECAS,URBANIZACIÓN PLAZA ZONA COMERCIAL,300000.0,1300000.0
2024,VILLA DE VALLECAS,CENTRO DE TRATAMIENTO  LAS DEHESAS. SISTEMAS DE DESODORIZACIÓN,6502948.0,6502948.0
2024,VILLA DE VALLECAS,ASFALTADO,800000.0,1800000.0
2024,PUENTE DE VALLECAS,,20941589.71,84250474.13
2024,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI,989707.61,16464822.12
2024,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 14,6602220.71,27586383.45
2024,PUENTE DE VALLECAS,ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN,2382538.0,5343042.6
2024,PUENTE DE VALLECAS,VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN,485220.51,1381892.23
2024,PUENTE DE VALLECAS,ENTORNO DEL MERCADO NUEVA NUMANCIA. REURBANIZACIÓN Y ORDENACIÓN DEL ESPACIO PÚBLICO (ID 21: 18869),800000.0,1600000.0
2024,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3,4488818.61,13202407.68
2024,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 4,2343084.27,11821926.05
2024,PUENTE DE VALLECAS,CENTRO DEPORTIVO ANGEL NIETO. SUBSANACIÓN PATOLOGÍAS VASO DE PISCINA,1150000.0,5150000.0
2024,PUENTE DE VALLECAS,VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. ACONDICIONAMIENTO,1700000.0,1700000.0
2024,VICÁLVARO,,78547312.77,291674381.9
2024,VICÁLVARO,AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES,300000.0,5109768.77
2024,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A,3676598.81,15717155.0
2024,VICÁLVARO,UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DE VICÁLVARO. CONSTRUCCIÓN,400000.0,7591924.54
