Año,Nombre Área,Inversión,Presupuesto año en curso,Presupuesto total
2022,CARABANCHEL,BIBLIOTECA EN EL DISTRITO DE CARABANCHEL. CONSTRUCCIÓN,200000.0,5906881.79
2022,FUENCARRAL-EL PARDO,,41627906.0,197973665.81
2022,FUENCARRAL-EL PARDO,PARQUE DE BOMBEROS 9. OBRAS DE REFORMA INTEGRAL,300000.0,3300000.0
2022,FUENCARRAL-EL PARDO,CENTRO CULTURAL Y BIBLIOTECA EN LAS TABLAS. CONSTRUCCIÓN,3036014.0,5579586.28
2022,FUENCARRAL-EL PARDO,PARCELAS ÁMBITO VALDEGRULLA Y PARAJE VALDESENDERÍN. DESESCOMBRO Y RENATURALIZACIÓN,2189311.0,2390093.37
2022,FUENCARRAL-EL PARDO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN ARROYO DEL FRESNO 3B,0.0,6986422.85
2022,FUENCARRAL-EL PARDO,CENTRO CULTURAL Y BIBLIOTECA EN MONTECARMELO. CONSTRUCCIÓN,2221445.0,5354401.28
2022,FUENCARRAL-EL PARDO,CONSTRUCCIÓN DE NUEVO CENTRO DE OPERACIONES EN LAS TABLAS,19200000.0,152100000.0
2022,FUENCARRAL-EL PARDO,CENTRO DE MAYORES MIRASIERRA. CONSTRUCCIÓN,3896871.0,5488897.03
2022,FUENCARRAL-EL PARDO,CUÑA ARROYO DEL FRESNO. EJECUCIÓN DE BOSQUE METROPOLITANO,1000000.0,1000000.0
2022,FUENCARRAL-EL PARDO,LATERAL DE LA AVENIDA DE LA ILUSTRACIÓN. OBRAS DE REURBANIZACIÓN,7143000.0,12933000.0
2022,FUENCARRAL-EL PARDO,PARQUE 9 BOMBEROS. OBRAS PARA INSTALACIÓN DE CAMPA PROVISIONAL,1540000.0,1540000.0
2022,FUENCARRAL-EL PARDO,CENTRO DEPORTIVO SANTA ANA. SUBSANACIÓN PATOLOGÍAS PISCINA,1101265.0,1301265.0
2022,TETUÁN,,13690590.74,48238497.79
2022,TETUÁN,"CENTRO DEPORTIVO TRIÁNGULO DE ORO. ADECUACIÓN ENVOLVENTE, PABELLÓN Y SALAS ANEXAS",1629944.0,3629943.96
2022,TETUÁN,AVENIDA DEL GENERAL PERÓN. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN,5802000.0,11146000.0
2022,TETUÁN,PLAZA DE LA REMONTA DISTRITO TETUÁN. OBRAS DE REMODELACIÓN,5250000.0,5287472.18
2022,TETUÁN,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN PASEO DE LA DIRECCIÓN D-2,119625.3,8212551.8
2022,TETUÁN,ESCUELA INFANTIL EN EL PASEO DE LA DIRECCIÓN. CONSTRUCCIÓN,300000.0,3500000.0
2022,TETUÁN,"CENTRO DEPORTIVO PASEO DE LA DIRECCION. PISCINA DE VERANO, VESTUARIOS,CERRAMIENTO E INSTALACIONES",400000.0,4500000.0
2022,TETUÁN,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN Pº DIRECCIÓN (D-1) PMS 31339,189021.44,11962529.85
2022,MORATALAZ,,2400000.0,4350000.0
2022,MORATALAZ,ÁMBITO DE LA CUÑA VERDE DE O´DONELL SUR. EJECUCIÓN DEL BOSQUE METROPOLITANO,2000000.0,2000000.0
2022,MORATALAZ,BASE SAMUR-PROTECCION CIVIL Y CENTRO DE SALUD DEL DISTRITO DE MORATALAZ. CONSTRUCCION,400000.0,2350000.0
2022,VICÁLVARO - VILLA DE VALLECAS,,746380.46,2002387.01
2022,VICÁLVARO - VILLA DE VALLECAS,ÁMBITO CERRO ALMODÓVAR. EJECUCIÓN DEL BOSQUE METROPOLITANO,746380.46,2002387.01
2022,FUENCARRAL-EL PARDO - CHAMARTÍN,,24900000.0,49792763.99
2022,FUENCARRAL-EL PARDO - CHAMARTÍN,OBRAS EJECUCIÓN NUDO NORTE M-30 MADRID,24900000.0,49792763.99
2022,CIUDAD LINEAL,,31990290.0,134422998.57
2022,CIUDAD LINEAL,"BASE DEL SAMUR EN CIUDAD LINEAL, C/ PELOPONESO, 9. CONSTRUCCIÓN",509916.0,775773.39
2022,CIUDAD LINEAL,CUÑA NORTE DE O´DONELL. EJECUCIÓN DE BOSQUE METROPOLITANO,309290.0,3057144.83
2022,CIUDAD LINEAL,CENTRO MAYORES Y SERVICIOS SOCIALES C/CANAL DE PANAMÁ C/V.CANAL MOZAMBIQUE . CONSTRUCCIÓN,3576374.0,5664921.16
2022,CIUDAD LINEAL,CONSTRUCCIÓN DE NUEVO CENTRO DE OPERACIONES EN LA ÉLIPA,16185800.0,111827280.0
2022,CIUDAD LINEAL,RENOVACIÓN  TANATORIOS,4684100.0,4776243.0
2022,CIUDAD LINEAL,UNIDAD INTEGRAL DE POLICÍA MUNICIPAL CIUDAD LINEAL. CONSTRUCCIÓN,2729310.0,3412104.06
2022,CIUDAD LINEAL,ACERAS EN EL BARRIO DE LA CONCEPCIÓN. PAVIMENTACIÓN Y MEJORA (ID 20: 13325),1050000.0,1050000.0
2022,CIUDAD LINEAL,ACTUACIONES EN CEMENTERIO DE LA ALMUDENA,2945500.0,3859532.13
2022,LATINA,,6446787.77,53703928.26
2022,LATINA,PARCELAS ENTORNO COLEGIO PÚBLICO FRANCISCO ARRANZ. RENATURALIZACIÓN Y ACONDICIONAMIENTO,2072332.0,2527931.95
2022,LATINA,NUEVO AULARIO DEL CENTRO DE FORMACION DE SEGURIDAD Y EMERGENCIAS (CIFSE). CONSTRUCCION,120000.0,2960000.0
2022,LATINA,"ESCUELA DE MÚSICA EN C/ HURTUMPASCUAL, DISTRITO LATINA. CONSTRUCCIÓN",3950000.0,5250000.0
2022,LATINA,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 4,218592.69,15626301.5
2022,LATINA,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LOS OLIVOS FASE 3,85863.08,27339694.81
2022,CHAMARTÍN,,8765702.0,18197179.46
2022,CHAMARTÍN,INTERSECCIONES C/ JOAQUÍN COSTA Y FRANCISCO SILVELA CON C/ LÓPEZ DE HOYOS. REURBANIZACIÓN,4689571.0,11061080.5
2022,CHAMARTÍN,"CENTRO CULTURAL C/ PASTORA IMPERIO, 4. CONSTRUCCIÓN",500000.0,3559967.96
2022,CHAMARTÍN,EDIFICIO C/ COMANDANTE AZCÁRRAGA 4. OBRAS DE REFORMA Y ACONDICIONAMIENTO,3576131.0,3576131.0
2022,RETIRO,,23638684.0,53177216.64
2022,RETIRO,PARQUE DEL RETIRO. ACTUACIONES DE REHABILITACIÓN,400000.0,2021417.0
2022,RETIRO,"ESCUELA INFANTIL LOS PAJARITOS, DISTRITO DE RETIRO. CONSTRUCCIÓN",150000.0,3150000.0
2022,RETIRO,"PUENTE C/PEDRO BOSCH, BARRIO DE PACÍFICO. DEMOLICIÓN PARCIAL Y CONSTRUCCIÓN DE NUEVAS RAMPAS",10741000.0,15345000.0
2022,RETIRO,"DAOIZ Y VELARDE, PUESTA EN USO",1025000.0,1540000.0
2022,RETIRO,EJE PEDRO BOSCH-DOCTOR ESQUERDO. OBRAS DE REMODELACIÓN DE LA URBANIZACIÓN,5300000.0,15830000.0
2022,RETIRO,CENTRO DE MAYORES C/ TELLEZ. CONSTRUCCION,180000.0,5180000.0
2022,RETIRO,UNIDAD INTEGRAL POLICÍA DISTRITO RETIRO Y BASE DEL SAMUR. CONSTRUCCIÓN,1418815.0,5286964.27
2022,RETIRO,"EDIFICIO C/ DOCTOR ESQUERDO, 138. OBRAS DE REFORMA",4423869.0,4823835.37
2022,VILLAVERDE - USERA,,1100000.0,5300000.0
2022,VILLAVERDE - USERA,PUENTE DE LA CALLE EDUARDO BARREIROS SOBRE LA M-40. DESDOBLAMIENTO,1100000.0,5300000.0
2022,USERA,,8840734.0,21057567.31
2022,USERA,PARQUE DE BOMBEROS Nº 5. OBRAS DE REFORMA INTEGRAL,4700833.0,8089833.0
2022,USERA,"PARQUE DE PRADOLONGO, DISTRITO DE USERA. REHABILITACIÓN Y AMPLIACIÓN",1400000.0,1430971.99
2022,USERA,CENTRO JUVENIL ZOFIO. CONSTRUCCIÓN,55000.0,6430756.47
2022,USERA,"DEPORTIVO BÁSICO EN C/ GAINZA, DISTRITO DE USERA. CONSTRUCCIÓN",300000.0,1000000.0
2022,USERA,BORDE FORESTAL DE ORCASITAS. EJECUCIÓN DE BOSQUE METROPOLITANO,1449901.0,2536005.85
2022,USERA,UNIDAD INTEGRAL POLICÍA MUNICIPAL USERA. OBRAS DE SANEAMIENTO Y REFORMA DE VESTUARIOS,935000.0,1570000.0
2022,CENTRO,,24578510.0,48337736.43
2022,CENTRO,ENTORNO PLAZA DE LOS MOSTENSES. REMODELACIÓN Y MEJORA MOVILIDAD,3650000.0,3650000.0
2022,CENTRO,CASA DUQUESA DE SUECA. OBRAS RECONSTRUCCIÓN CUERPO ESTE,1899964.0,2712440.5
2022,CENTRO,"CENTRO DEPORTIVO C/COSTANILLA DESAMPARADOS, 15 C/V A C/FÚCAR, 6. CONSTRUCCIÓN",6000000.0,22021169.49
2022,CENTRO,"OBRA CIVIL TEATRO ESPAÑOL (CALLE DEL PRÍNCIPE, 25)",250000.0,1061614.76
2022,CENTRO,MUSEO DE SAN ISIDRO. OBRAS ADECUACIÓN PARA SOSTENIBILIDAD,47619.0,1617005.68
2022,CENTRO,PUERTA DEL SOL. OBRAS DE REMODELACIÓN,7550000.0,7556655.0
2022,CENTRO,CALLE ALCALÁ. TRAMO CEDACEROS - CIBELES. OBRAS DE REMODELACIÓN,2970856.0,5888055.0
2022,CENTRO,MUSEO ARTE CONTEMPORÁNEO EN CONDE DUQUE. ACONDICIONAMIENTO NUEVAS SALAS,1000000.0,1000000.0
2022,CENTRO,"BARRIO DE LA JUSTICIA, C/ALMIRANTE, PRIM  Y OTRAS DEL DISTRITO CENTRO. REMODELACIÓN VIARIA",1210071.0,2830796.0
2022,SAN BLAS-CANILLEJAS,,8757602.0,17459958.59
2022,SAN BLAS-CANILLEJAS,"CENTRO DE SERVICIOS SOCIALES EN SAN BLAS, C/POBLADURA DEL VALLE, 13. CONSTRUCCIÓN",186164.0,2955718.56
2022,SAN BLAS-CANILLEJAS,PARQUE DEL PARAÍSO. OBRAS DE ADECUACIÓN Y MEJORA (ID 18: 409),499837.0,747805.52
2022,SAN BLAS-CANILLEJAS,"EDIFICIO A1 C/ARCOS JALÓN, 34. REHABILITACIÓN PARA CENTRO TECNOLOGÍAS INNOVACIÓN Y COMUNICACIÓN",1739549.0,2745290.43
2022,SAN BLAS-CANILLEJAS,ESPACIO SAN BLAS CAMPUS DIGITAL. OBRAS DE ACONDICIONAMIENTO,1150000.0,1650000.0
2022,SAN BLAS-CANILLEJAS,ESCUELA INFANTIL EN CANILLEJAS. CONSTRUCCIÓN (ID 18: 539),2899412.0,3403116.19
2022,SAN BLAS-CANILLEJAS,CENTRO DEPORTIVO SAN BLAS. REFORMA PABELLÓN DE GIMNASIA Y EDIFICIO DE OFICINAS,2282640.0,5958027.89
2022,MONCLOA-ARAVACA,,11480140.14,33637109.68
2022,MONCLOA-ARAVACA,CASA DE VARGAS. REHABILITACIÓN CASA-PALACIO Y JARDÍN DE FELIPE II,570000.0,3229483.19
2022,MONCLOA-ARAVACA,COLONIA LA FLORIDA Y CASA QUEMADA. ADECUACIÓN DE VIALES,1536667.0,2305750.42
2022,MONCLOA-ARAVACA,TEATRO AUDITORIO. REHABILITACIÓN EDIFICIOS,100000.0,1361739.56
2022,MONCLOA-ARAVACA,PABELLÓN DE  AUTORIDADES. REHABILITACIÓN EDIFICIOS,20000.0,520000.0
2022,MONCLOA-ARAVACA,BASE 0 SAMUR-PROTECCIÓN CIVIL. OBRAS DE REFORMA,825000.0,1825000.0
2022,MONCLOA-ARAVACA,PABELLÓN DE RISTAL. REHABILITACIÓN DE EDIFICIOS.,100000.0,1000000.0
2022,MONCLOA-ARAVACA,PABELLÓN DE HEXÁGONOS CASA DE CAMPO. REHABILITACIÓN,254152.0,754152.0
2022,MONCLOA-ARAVACA,"PABELLÓN CONVENCIONES. OBRA CIVIL, REHABILITACIÓN EDIFICIOS",126039.67,2099057.42
2022,MONCLOA-ARAVACA,PABELLÓN XII.REHABILITACIÓN DE EDIFICIOS.,100000.0,1100000.0
2022,MONCLOA-ARAVACA,"NAVE TALLER Y EDIFICIOS ANEJOS SAMUR EN AVDA. DE VALLADOLID, 6. REFORMA",1300845.0,3300844.39
2022,MONCLOA-ARAVACA,RECINTOS FERIALES CASA CAMPO. ADECUACIÓN VIARIA,1569178.0,2500098.36
2022,MONCLOA-ARAVACA,CENTRO DEPORTIVO FRANCOS RODRÍGUEZ. SUBSANACION DE PATOLOGÍAS PISCINAS Y VESTUARIOS,3059932.0,3209931.32
2022,MONCLOA-ARAVACA,MADRID ARENA. INSTALACIONES,713960.33,1647198.83
2022,MONCLOA-ARAVACA,"PARCELA AVENIDA DEL TALGO, MONCLOA-ARAVACA. EJECUCIÓN BOSQUE METROPOLITANO",404366.14,2948674.54
2022,MONCLOA-ARAVACA,CASA DE CAMPO GENERAL. OBRA CIVIL E INSTALACIONES,350000.0,1985792.33
2022,MONCLOA-ARAVACA,PABELLÓN DE HEXÁGONOS. REHABILITACIÓN EDIFICIOS E INSTALACIONES,150000.0,1849387.32
2022,MONCLOA-ARAVACA,ESCUADRÓN POLICÍA MUNICIPAL. OBRAS DE REFORMA CANTINA,300000.0,2000000.0
2022,SALAMANCA,,11355719.69,23821346.81
2022,SALAMANCA,CENTRO DEPORTIVO GIMNASIO MOSCARDÓ. OBRAS REFORMA PISCINA SAMARANCH,1500000.0,2726841.01
2022,SALAMANCA,REHABILITACIÓN EDIFICIOS TEATRO FERNÁN GÓMEZ,1801076.69,5052333.62
2022,SALAMANCA,"CALLE ORTEGA Y GASSET, TRAMO: Pº CASTELLANA -PRÍNCIPE DE VERGARA. REMODELACIÓN",2877255.0,4111605.7
2022,SALAMANCA,EDIFICIO SEDE DISTRITO SALAMANCA. OBRAS DE REHABILITACIÓN GENERAL,150000.0,1468162.88
2022,SALAMANCA,CENTRO CULTURAL BUENAVISTA. OBRAS DE REFORMA Y AMPLIACIÓN,3627781.0,4132796.72
2022,SALAMANCA,AREA INTERMODAL EN LA PLAZA DE FELIPE II. CONSTRUCCIÓN,1249607.0,2629606.88
2022,SALAMANCA,"CENTRO MULTIFUNCIONAL C/ FRANCISCO REMIRO, 21. CONSTRUCCION",150000.0,3700000.0
2022,PUENTE DE VALLECAS - VILLA DE VALLECAS,,2881505.0,2881505.0
2022,PUENTE DE VALLECAS - VILLA DE VALLECAS,PASO INFERIOR BAJO LÍNEA FERROCARRIL POLÍGONO INDUSTRIAL VILLA DE VALLECAS. DESDOBLAMIENTO,2881505.0,2881505.0
2022,ARGANZUELA,,46579660.0,88464183.5
2022,ARGANZUELA,"MATADERO.EVACUATORIOS, FACHADSA Y NAVE 11.",1318653.0,1333653.0
2022,ARGANZUELA,CUBRICIÓN DE LA M-30 EN EL ÁMBITO DEL VICENTE CALDERÓN,32783051.0,46384413.45
2022,ARGANZUELA,"BASE SAMUR PZA. LEGAZPI, 7. SUBSANACIÓN DE PATOLOGÍAS Y ACONDICIONAMIENTO",1799931.0,2799931.0
2022,ARGANZUELA,NAVE 15 MATADERO. OBRAS DE ACONDICIONAMIENTO,160000.0,1760000.0
2022,ARGANZUELA,ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS,1455760.0,3755760.0
2022,ARGANZUELA,"PARQUE DEL GASOMETRO, DISTRITO DE ARGANZUELA. REHABILITACIÓN",1210000.0,1240971.99
2022,ARGANZUELA,CENTRO DE MAYORES Y OTROS USOS POLIVALENTES C/ BRONCE. CONSTRUCCIÓN,3519524.0,5667323.34
2022,ARGANZUELA,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN MAHOU CALDERÓN,0.0,17000000.0
2022,ARGANZUELA,"EDIFICIO POLICÍA MUNICIPAL C/ PLOMO, 14. OBRAS DE REHABILITACIÓN PARCIAL",4332741.0,8522130.72
2022,HORTALEZA,,2666596.0,12695414.02
2022,HORTALEZA,INSTALACIONES DEPORTIVAS PARQUE JUAN PABLO II. OBRAS DE REFORMA Y MEJORA (ID 19: 11672),450000.0,1200000.0
2022,HORTALEZA,ÁMBITO CAMPO DE LAS NACIONES. EJECUCIÓN DEL BOSQUE METROPOLITANO,0.0,3406565.4
2022,HORTALEZA,CENTRO CULTURAL VALDEBEBAS. CONSTRUCCIÓN,180000.0,5121171.87
2022,HORTALEZA,ZONA VERDE AV. INGENIERO EMILIO HERRERA. REHABILITACIÓN CON ZONA INFANTIL,1050000.0,1115892.08
2022,HORTALEZA,"BASE SAMUR C/ AREQUIPA, 4. CONSTRUCCIÓN",986596.0,1851784.67
2022,BARAJAS,,10439934.0,169951060.93
2022,BARAJAS,"CENTRO DEPORTIVO C/MISTRAL, 4. PISCINA DE VERANO, VESTUARIOS, CERRAMIENTO E INSTALACIONES",400000.0,4500000.0
2022,BARAJAS,ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE VALDEBEBAS. OBRAS DE ADECUACIÓN Y MEJORA,1873014.0,69938108.04
2022,BARAJAS,ESTACIÓN REGENERADORA DE AGUAS RESIDUALES DE REJAS. OBRAS ADECUACIÓN Y MEJORA,1206920.0,71303403.72
2022,BARAJAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA. SEÑORA DE LORETO PARCELA 4,0.0,4831537.12
2022,BARAJAS,"PALACIO ""EL CAPRICHO"". REHABILITACIÓN PARA DESARROLLO MUSEOGRÁFICO",2680000.0,6356545.99
2022,BARAJAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NTRA.SEÑORA DE LORETO PARCELA 3,0.0,7172825.73
2022,BARAJAS,CALLE AYERBE. REMODELACIÓN URBANIZACIÓN,4280000.0,5848640.33
2023,CHAMBERÍ,,2348152.77,7421401.9
2023,CHAMBERÍ,PARQUE DE BOMBEROS Nº 1. OBRAS DE REFORMA Y ADECUACIÓN,359089.23,1913163.36
2023,CHAMBERÍ,DIVERSAS CALLES DEL ENTORNO DE LA PLAZA DE OLAVIDE. OBRAS DE REURBANIZACIÓN,1989063.54,5508238.54
2023,CHAMARTÍN - TETUÁN,,2024001.37,4705625.0
2023,CHAMARTÍN - TETUÁN,CARRIL BICI EJE PRADO-RECOLETOS-CASTELLANA TRAMO PLAZA CASTILLA-RAIMUNDO FERNANDEZ VILLAVERDE,2024001.37,4705625.0
2023,VILLA DE VALLECAS,,68644138.8,211356148.89
2023,VILLA DE VALLECAS,"VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VALLECAS 2,70",1797024.67,15626301.5
2023,VILLA DE VALLECAS,NUEVA PLANTA DE MATERIA ORGÁNICA EN EL PARQUE TECNOLÓGICO DE VALDEMINGÓMEZ,26948837.72,27401592.13
2023,VILLA DE VALLECAS,SUELO URBANIZABLE PROGRAMADO 3.01 DESARROLLO DEL ESTE VALDECARROS,2352633.09,12796275.31
2023,VILLA DE VALLECAS,CARRETERA DE VALDECARROS. ADECUACIÓN DE VIALES,0.0,2912224.0
2023,VILLA DE VALLECAS,NAVE PARA ALMACÉN DE BOMBEROS EN LA ATALAYUELA. CONSTRUCCIÓN,3369876.0,4707317.69
2023,VILLA DE VALLECAS,CASA DE FAMILIA VILLA DE VALLECAS. CONSTRUCCIÓN,0.0,4499987.68
2023,VILLA DE VALLECAS,FACTORÍA INDUSTRIAL VILLA DE VALLECAS. CONSTRUCCIÓN,150000.0,6780343.82
2023,VILLA DE VALLECAS,CENTRO DEPORTIVO CERRO ALMODÓVAR. ADECUACIÓN PABELLÓN VOLEY PLAYA,1482093.88,3604628.04
2023,VILLA DE VALLECAS,"MERCAMADRID. MEJORA ACCESOS, CONDICIONES DE MOVILIDAD E INSTALACIONES DE SEGURIDAD",1081200.0,9087832.64
2023,VILLA DE VALLECAS,ESCUELA INFANTIL EN EL DISTRITO DE VILLA DE VALLECAS. CONSTRUCCIÓN,824598.28,4972014.63
2023,VILLA DE VALLECAS,BIBLIOTECA-CENTRO CULTURAL VILLA DE VALLECAS. CONSTRUCCION,294839.81,7424443.8
2023,VILLA DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 1,3913612.04,14484197.71
2023,VILLA DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 3,2142986.62,12315746.31
2023,VILLA DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN LA ROSILLA 2,5798550.41,12759386.11
2023,VILLA DE VALLECAS,UNIDAD INTEGRAL DE POLICÍA MUNICIPAL VILLA DE VALLECAS. CONSTRUCCIÓN,4050479.0,7370563.4
2023,VILLA DE VALLECAS,CENTRO DE TRATAMIENTO LA PALOMA. SISTEMAS DE DESODORIZACIÓN,4549457.03,4609933.99
2023,VILLA DE VALLECAS,"BASE DEL SAMUR C/ REAL DE ARGANDA, 64, VILLA DE VALLECAS. CONSTRUCCIÓN",1533382.25,2628151.22
2023,VILLA DE VALLECAS,MERCADOS CENTRALES Y EDIFICACIONES,3131001.0,20636246.22
2023,VILLA DE VALLECAS,CENTRO DE TRATAMIENTO  LAS DEHESAS. SISTEMAS DE DESODORIZACIÓN,100000.0,6502947.37
2023,VILLA DE VALLECAS,"AMPLIACIÓN MERCAMADRID. REFORESTACIÓN Y ADECUACIÓN DEL ENTORNO, NUEVOS CENTROS DE FORMACIÓN ALIMENTARIA, APARCAMIENTO Y MEJORA DEL CENTRO ADMINISTRATIVO",5123567.0,30236015.32
2023,PUENTE DE VALLECAS,,32199446.62,94186739.75
2023,PUENTE DE VALLECAS,"BASE SAMUR PUENTE VALLECAS, AVENIDA BUENOS AIRES, 17. CONSTRUCCIÓN",437670.83,2081934.62
2023,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN SAN FRANCISCO JAVIER VI,8577230.61,15123537.12
2023,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 14,4435799.32,23661389.83
2023,PUENTE DE VALLECAS,ESCUELA DE MÚSICA EN EL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN,42833.74,2963382.46
2023,PUENTE DE VALLECAS,VESTUARIOS CAMPOS DE RUGBY Y FÚTBOL EN ENTREVÍAS. CONSTRUCCIÓN,1205849.0,1398289.75
2023,PUENTE DE VALLECAS,EDIFICIO SEDE DEL DISTRITO DE PUENTE DE VALLECAS. CONSTRUCCIÓN,4927135.01,8774349.65
2023,PUENTE DE VALLECAS,"UNIDAD INTEGRAL POLICÍA MUNICIPAL PUENTE VALLECAS, AVDA. BUENOS AIRES, 17. CONSTRUCCIÓN",2691739.3,6198860.78
2023,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 3,1616216.04,11681252.1
2023,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 2,5707091.88,12232727.02
2023,PUENTE DE VALLECAS,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN NUESTRA SEÑORA  DE LOS ANGELES 4,2557880.89,10071016.42
2023,VICÁLVARO,,49940436.38,288813798.9
2023,VICÁLVARO,AUMENTO DE LA CAPACIDAD DEL DESAGÜE DEL TRAMO INFERIOR ARROYO DE LOS MIGUELES,4388429.75,5298198.52
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO M5A,3640695.28,14667424.88
2023,VICÁLVARO,UNIDAD INTEGRAL DE POLICÍA MUNICIPAL DE VICÁLVARO. CONSTRUCCIÓN,35289.69,6032861.21
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN8 VICALVARO M5B,2765560.36,12769693.15
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39A,3920151.63,16872142.39
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 39B,1511858.58,17754355.19
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICÁLVARO LA CATALANA 1B Y 1 C,139571.67,12136666.76
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 41B,3531536.34,16872028.25
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 5C,357107.41,14124449.44
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6B,107690.05,7370032.07
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 6A,212801.0,8200538.78
2023,VICÁLVARO,"APARCAMIENTO EN PASEO ARTILLEROS S/N, DISTRITO DE VICÁLVARO. CONSTRUCCIÓN",2710000.0,2710000.0
2023,VICÁLVARO,"COLECTOR VICÁLVARO A, SECTOR LOS AHIJONES. CONSTRUCCIÓN",7723863.4,18459605.26
2023,VICÁLVARO,UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN,1145858.0,10799905.1
2023,VICÁLVARO,"CENTRO CULTURAL, BIBLIOTECA, AUDITORIO Y LUDOTECA EN EL CAÑAVERAL. CONSTRUCCIÓN (ID 21: 19005)",151647.73,5981647.73
2023,VICÁLVARO,"CENTRO CULTURAL EN VALDERRIVAS, C/ TITANIO. CONSTRUCCIÓN",5113608.63,9439137.39
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30D,687385.58,13488491.02
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 30A,2629724.68,13671093.28
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. M 34B,476116.55,16000000.0
2023,VICÁLVARO,SISTEMAS DE COMPENSACIÓN. UZP 2-04 LOS BERROCALES,5391504.97,19528663.8
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VICALVARO. T 10BC,155970.18,14636864.68
2023,VICÁLVARO,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN EL CAÑAVERAL 13 (M34 CD),3144064.9,32000000.0
2023,VILLAVERDE,,15427639.6,70044073.1
2023,VILLAVERDE,VIVIENDA DE PROTECCIÓN PÚBLICA BÁSICA ALQUILER. PROMOCIÓN VILLAVERDE INGENIEROS,3825613.35,17753277.98
